mesh-id,category
A012965,Drugs that are Mainly Renally Excreted
A012966,Adrenals
A012967,Agents to Treat Airway Disease
A012968,Cytochrome P-450 CYP2D6 Substrates
A012969,Cytochrome P-450 CYP3A Substrates
A012970,Cytochrome P-450 CYP3A4 Substrates
A012971,Cytochrome P-450 Substrates
A012972,Drugs for Obstructive Airway Diseases
A012973,Hyperglycemia-Associated Agents
A012974,Nasal Preparations
A012975,Thyroxine-binding globulin inhibitors
A012976,Agents to Treat Airway Disease
A012977,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A012978,Cytochrome P-450 CYP3A Substrates
A012979,Cytochrome P-450 CYP3A4 Substrates
A012980,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A012981,Cytochrome P-450 Substrates
A012982,Drugs for Obstructive Airway Diseases
A012983,Cytochrome P-450 CYP1A2 Substrates
A012984,Cytochrome P-450 CYP2E1 Substrates
A012985,Cytochrome P-450 Substrates
A012986,Drugs for Obstructive Airway Diseases
A012987,"Low-Ceiling Diuretics, Excl. Thiazides"
A012988,Antibacterials for Systemic Use
A012989,Antiinfectives for Systemic Use
A012990,Fourth-Generation Cephalosporins
A012991,Nephrotoxic agents
A012992,Neurotoxic agents
A012993,Antibacterials for Systemic Use
A012994,Antiinfectives for Systemic Use
A012995,First-Generation Cephalosporins
A012996,Nephrotoxic agents
A012997,OAT1/SLC22A6 inhibitors
A012998,OAT1/SLC22A6 Substrates
A012999,OAT3/SLC22A8 Inhibitors
A013000,OAT3/SLC22A8 Substrates
A013001,Antibacterials for Systemic Use
A013002,Antiinfectives for Systemic Use
A013003,Drugs that are Mainly Renally Excreted
A013004,Nephrotoxic agents
A013005,OAT1/SLC22A6 Substrates
A013006,OAT3/SLC22A8 Inhibitors
A013007,OAT3/SLC22A8 Substrates
A013008,Third-Generation Cephalosporins
A013009,Antibacterials for Systemic Use
A013010,Antiinfectives for Systemic Use
A013011,Nephrotoxic agents
A013012,Third-Generation Cephalosporins
A013013,Blood and Blood Forming Organs
A013014,Cytochrome P-450 CYP1A2 Substrates
A013015,Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index
A013016,Cytochrome P-450 CYP2C19 Substrates
A013017,Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index
A013018,Cytochrome P-450 CYP2C9 Substrates
A013019,Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index
A013020,Cytochrome P-450 CYP3A Substrates
A013021,Cytochrome P-450 CYP3A4 Substrates
A013022,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A013023,Cytochrome P-450 Substrates
A013024,Narrow Therapeutic Index Drugs
A013025,P-glycoprotein substrates
A013026,P-glycoprotein substrates with a Narrow Therapeutic Index
A013027,Vitamin K Antagonists
A013028,Agents causing hyperkalemia
A013029,Agents that produce hypertension
A013030,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A013031,Nephrotoxic agents
A013032,Non COX-2 selective NSAIDS
A013033,Cytochrome P-450 CYP3A Substrates
A013034,Cytochrome P-450 CYP3A4 Substrates
A013035,Cytochrome P-450 Substrates
A013036,Drugs that are Mainly Renally Excreted
A013037,P-glycoprotein substrates
A013038,Testosterone and derivatives
A013039,Thyroxine-binding globulin inhibitors
A013040,UGT1A1 Inducers
A013041,Agents that produce neuromuscular block (indirect)
A013042,Alimentary Tract and Metabolism
A013043,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
A013044,Intestinal Antiinfectives
A013045,Nephrotoxic agents
A013046,Antibacterials for Systemic Use
A013047,Antiinfectives for Systemic Use
A013048,Cough and Cold Preparations
A013049,Agents causing hyperkalemia
A013050,Agents that produce hypertension
A013051,Cytochrome P-450 CYP1A2 Substrates
A013052,Cytochrome P-450 CYP2C18 Substrates
A013053,Cytochrome P-450 CYP2C19 Substrates
A013054,Cytochrome P-450 CYP2C8 Substrates
A013055,Cytochrome P-450 CYP2C9 Substrates
A013056,Cytochrome P-450 CYP2D6 Substrates
A013057,Cytochrome P-450 CYP3A Substrates
A013058,Cytochrome P-450 CYP3A4 Substrates
A013059,Cytochrome P-450 Substrates
A013060,Nephrotoxic agents
A013061,Non COX-2 selective NSAIDS
A013062,OAT1/SLC22A6 inhibitors
A013063,Alimentary Tract and Metabolism
A013064,Drugs for Functional Gastrointestinal Disorders
A013065,Propulsives
A013066,Ajmaline and derivatives
A013067,"Antiarrhythmics, Class I"
A013068,"Antiarrhythmics, Class Ia"
A013069,"Antiarrhythmics, Class Ic"
A013070,Cardiac Therapy
A013071,Potential QTc-Prolonging Agents
A013072,QTc Prolonging Agents
A013073,Cardiac Stimulants Excl. Cardiac Glycosides
A013074,Cardiac Therapy
A013075,Drugs that are Mainly Renally Excreted
D003358,Cosmetics
A013076,Drugs that are Mainly Renally Excreted
D013473,Sunscreen Agents
A013077,"Antiarrhythmics, Class I"
A013078,"Antiarrhythmics, Class Ib"
A013079,Cardiac Therapy
A013080,Cytochrome P-450 CYP2D6 Substrates
A013081,Cytochrome P-450 Substrates
A013082,Cytochrome P-450 CYP3A Substrates
A013083,Cytochrome P-450 CYP3A4 Substrates
A013084,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A013085,Cytochrome P-450 Substrates
A013086,Drugs that are Mainly Renally Excreted
A013087,Estren Derivatives
A013088,Genito Urinary System and Sex Hormones
A013089,Sex Hormones and Modulators of the Genital System
A013090,Bile Acid Sequestrants
A013091,Bile-acid Binding Activity
A013092,Hypolipidemic Agents Indicated for Hyperlipidemia
A013093,Lipid Modifying Agents
A013094,"Lipid Modifying Agents, Plain"
A013095,Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia
D011137,Polystyrenes
A013096,Agents causing hyperkalemia
A013097,Agents that produce hypertension
A013098,Analgesics and Anesthetics
A013099,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A013100,Cytochrome P-450 CYP1A2 Substrates
A013101,Cytochrome P-450 CYP2A6 Substrates
A013102,Cytochrome P-450 CYP2B6 Substrates
A013103,Cytochrome P-450 CYP2C18 Substrates
A013104,Cytochrome P-450 CYP2C19 Substrates
A013105,Cytochrome P-450 CYP2C8 Substrates
A013106,Cytochrome P-450 CYP2C9 Substrates
A013107,Cytochrome P-450 CYP2D6 Substrates
A013108,Cytochrome P-450 CYP2E1 Substrates
A013109,Cytochrome P-450 CYP3A Substrates
A013110,Cytochrome P-450 CYP3A4 Substrates
A013111,Cytochrome P-450 Substrates
A013112,Methemoglobinemia Associated Agents
A013113,Nephrotoxic agents
A013114,Non COX-2 selective NSAIDS
A013115,OAT1/SLC22A6 inhibitors
A013116,Otologicals
A013117,Sensory Organs
A013118,Alimentary Tract and Metabolism
A013119,Drugs Affecting Bone Structure and Mineralization
A013120,Drugs for Treatment of Bone Diseases
A013121,Musculo-Skeletal System
A013122,Vitamins (Fat Soluble)
A013123,Piperidinedione Derivatives
A013124,Psycholeptics
A013125,Antipruritics and Local Anesthetics
A013126,Drugs that are Mainly Renally Excreted
A013127,Genito Urinary System and Sex Hormones
A013128,Methemoglobinemia Associated Agents
A013129,Nephrotoxic agents
A013130,Urologicals
A013131,Central Nervous System Depression
A013132,Decreased Central Nervous System Organized Electrical Activity
D006885,Hydroxybutyrates
A013133,Agents producing tachycardia
A013134,Agents that produce hypertension
A013135,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A013136,Monoamine Oxidase A Substrates
D004130,"N,N-Dimethyltryptamine"
A013137,Stimulants
D013287,Illicit Drugs
A013138,Drugs Used in Addictive Disorders
A013139,Drugs Used in Opioid Dependence
A013140,"Heroin, agonists"
A013141,Opiate Agonists
A013142,Thyroxine-binding globulin inducers
A013143,Agents producing tachycardia
A013144,Agents that produce hypertension
A013145,Cytochrome P-450 CYP2D6 Substrates
A013146,Cytochrome P-450 Substrates
A013147,Cytochrome P-450 CYP3A Substrates
A013148,Cytochrome P-450 CYP3A4 Substrates
A013149,Cytochrome P-450 Substrates
A013150,Diphenylpropylamine Derivatives
D007302,Insect Repellents
A013151,Centrally Acting Sympathomimetics
A013152,Psychoanaleptics
A013153,"Psychostimulants, Agents Used for ADHD and Nootropics"
A013154,Cough and Cold Preparations
A013155,Cytochrome P-450 CYP2B6 Substrates
A013156,Cytochrome P-450 CYP2D6 Substrates
A013157,Cytochrome P-450 CYP3A Substrates
A013158,Cytochrome P-450 CYP3A4 Substrates
A013159,Cytochrome P-450 Substrates
A013160,Ophthalmologicals
A013161,Opium Alkaloids and Derivatives
A013162,Sensory Organs
A013163,Agents producing tachycardia
A013164,Agents that produce hypertension
A013165,Agents producing tachycardia
A013166,Agents that produce hypertension
A013167,Cytochrome P-450 CYP2D6 Substrates
A013168,Cytochrome P-450 Substrates
A013169,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A013170,Testosterone and derivatives
A013171,Centrally Acting Sympathomimetics
A013172,Cytochrome P-450 CYP1A2 Substrates
A013173,Cytochrome P-450 Substrates
A013174,Psychoanaleptics
A013175,"Psychostimulants, Agents Used for ADHD and Nootropics"
A013176,"Barbiturates, Plain"
A013177,Cytochrome P-450 CYP2C19 Inducers (strength unknown)
A013178,Cytochrome P-450 CYP2C19 Substrates
A013179,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A013180,Cytochrome P-450 Substrates
A013181,Psycholeptics
A013182,Agents producing tachycardia
A013183,Agents that produce hypertension
A013184,Testosterone and derivatives
A013185,Alimentary Tract and Metabolism
A013186,"Antiobesity Preparations, Excl. Diet Products"
A013187,Centrally Acting Antiobesity Products
A013188,Psycholeptics
A013189,Alimentary Tract and Metabolism
A013190,Anabolic Agents for Systemic Use
A013191,Estren Derivatives
A013192,Psycholeptics
A013193,Alimentary Tract and Metabolism
A013194,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
A013195,Antipropulsives
A013196,Agents producing tachycardia
A013197,Agents that produce hypertension
A013198,Serotonin Modulators
A013199,Testosterone and derivatives
A013200,NMDA Receptor Antagonists
A013201,Diphenylpropylamine Derivatives
D000447,Aldehydes
A013202,Psycholeptics
D002250,Carbon Radioisotopes
A013203,High-risk opioids
A013204,Phenylpiperidine opioids
A013205,Cytochrome P-450 CYP3A Substrates
A013206,Cytochrome P-450 CYP3A4 Substrates
A013207,Cytochrome P-450 Substrates
A013208,Cough and Cold Preparations
A013209,Opium Alkaloids and Derivatives
A013210,Testosterone and derivatives
A013211,Testosterone and derivatives
A013212,Benzodiazepine hypnotics and sedatives
A013213,Cytochrome P-450 CYP2A6 Substrates
A013214,Cytochrome P-450 CYP2B6 Substrates
A013215,Cytochrome P-450 CYP2C19 Substrates
A013216,Cytochrome P-450 CYP2C9 Substrates
A013217,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
A013218,Cytochrome P-450 CYP3A Substrates
A013219,Cytochrome P-450 CYP3A4 Substrates
A013220,Cytochrome P-450 Substrates
A013221,Muscle Relaxants
A013222,Psycholeptics
A013223,UGT1A1 Inhibitors
A013224,UGT1A3 Inhibitors
A013225,UGT2B7 Inhibitors
A013226,Psycholeptics
A013227,Stimulants
A013228,Drugs that are Mainly Renally Excreted
A013229,Stimulants
A013230,Cytochrome P-450 CYP2D6 Substrates
A013231,Cytochrome P-450 CYP3A Substrates
A013232,Cytochrome P-450 CYP3A4 Substrates
A013233,Cytochrome P-450 Substrates
A013234,Natural Opium Alkaloids
A013235,Opioid Agonist
A013236,Semi-synthetic Opioids
A013237,Psycholeptics
A013238,Agents producing tachycardia
A013239,Agents that produce hypertension
D015198,Designer Drugs
A013240,Benzodiazepine hypnotics and sedatives
A013241,Cytochrome P-450 CYP1A2 Substrates
A013242,Cytochrome P-450 CYP2C19 Substrates
A013243,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
A013244,Cytochrome P-450 Substrates
A013245,Drugs that are Mainly Renally Excreted
A013246,Muscle Relaxants
A013247,Psycholeptics
A013248,Cytochrome P-450 CYP2B6 Substrates
A013249,Cytochrome P-450 CYP2C18 Substrates
A013250,Cytochrome P-450 CYP2C19 Substrates
A013251,Cytochrome P-450 CYP3A Substrates
A013252,Cytochrome P-450 CYP3A4 Substrates
A013253,Cytochrome P-450 Substrates
A013254,Psycholeptics
A013255,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A013256,Drugs that are Mainly Renally Excreted
A013257,Miscellaneous Anxiolytics Sedatives and Hypnotics
A013258,Psycholeptics
A013259,Testosterone and derivatives
A013260,Semi-synthetic Opioids
A013261,Muscle Relaxants
A013262,Psycholeptics
A013263,Testosterone and derivatives
A013264,Testosterone and derivatives
A013265,Alimentary Tract and Metabolism
A013266,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
A013267,Intestinal Adsorbents
A013268,Alimentary Tract and Metabolism
A013269,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
A013270,Intestinal Adsorbents
A013271,Metal divalent cations
A013272,Agents producing tachycardia
A013273,Agents that produce hypertension
A013274,Central Nervous System Stimulation
A013275,Centrally Acting Sympathomimetics
A013276,Cytochrome P-450 CYP2D6 Substrates
A013277,Cytochrome P-450 Substrates
A013278,Psychoanaleptics
A013279,"Psychostimulants, Agents Used for ADHD and Nootropics"
A013280,Agents producing tachycardia
A013281,Agents that produce hypertension
A013282,Amphetamine Anorectic
A013283,Appetite Suppression
A013284,Central Nervous System Stimulation
A013285,Centrally Acting Sympathomimetics
A013286,Cytochrome P-450 CYP2D6 Substrates
A013287,Cytochrome P-450 Substrates
A013288,Drugs that are Mainly Renally Excreted
A013289,Increased Sympathetic Activity
A013290,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A013291,Psychoanaleptics
A013292,"Psychostimulants, Agents Used for ADHD and Nootropics"
A013293,"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media"
A013294,"X-Ray Contrast Media, Iodinated"
A013295,Agents producing tachycardia
A013296,Agents that produce hypertension
A013297,Appetite Suppression
A013298,Increased Sympathetic Activity
A013299,Sympathomimetic Amine Anorectic
A013300,Agents causing hyperkalemia
A013301,Beta Blocking Agents and Thiazides
A013302,"Beta Blocking Agents, Non-Selective"
A013303,"Beta Blocking Agents, Non-Selective, and Thiazides"
A013304,Bradycardia-Causing Agents
A013305,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A013306,Cytochrome P-450 CYP2D6 Substrates
A013307,Cytochrome P-450 Substrates
A013308,Hypotensive Agents
A013309,Negative Inotrope
A013310,OCT2 Inhibitors
A013311,QTc Prolonging Agents
A013312,Antibacterials for Systemic Use
A013313,Antiinfectives for Systemic Use
A013314,Genito Urinary System and Sex Hormones
A013315,Gynecological Antiinfectives and Antiseptics
A013316,Long-Acting Antibacterial Sulfonamides
A013317,Sulfonamide Antibacterial
A013318,Sulfonamides and trimethoprim
A013319,Antibacterials for Systemic Use
A013320,Antiinfectives for Systemic Use
A013321,Genito Urinary System and Sex Hormones
A013322,Gynecological Antiinfectives and Antiseptics
A013323,Short-Acting Antibacterial Sulfonamides
A013324,Sulfonamides and trimethoprim
A013325,Agents used to treat hypothyroidism
A013326,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A013327,Cytochrome P-450 CYP3A Substrates
A013328,Cytochrome P-450 CYP3A4 Substrates
A013329,Cytochrome P-450 Substrates
A013330,l-Triiodothyronine
A013331,OAT3/SLC22A8 Inhibitors
A013332,OATP1B1/SLCO1B1 Substrates
A013333,OATP1B3 substrates
A013334,P-glycoprotein inducers
A013335,Thyroxine-binding globulin substrates
D007467,Iodoproteins
A013336,Alimentary Tract and Metabolism
A013337,Bile Acid Preparations
A013338,Bile acids and derivatives
D001647,Bile Acids and Salts
A013339,Bile and Liver Therapy
A013340,Bile Therapy
A013341,BSEP/ABCB11 inducers
A013342,BSEP/ABCB11 Inhibitors
A013343,BSEP/ABCB11 Substrates
D002756,Cholagogues and Choleretics
D002757,Cholanes
A013344,Cholelitholytic Agents
D002793,Cholic Acids
A013345,Cytochrome P-450 CYP3A Substrates
A013346,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A013347,Cytochrome P-450 CYP3A4 Substrates
A013348,Cytochrome P-450 Substrates
A013349,Drugs that are Mainly Renally Excreted
A013350,P-glycoprotein substrates
A013351,Psycholeptics
A013352,Cytochrome P-450 CYP3A Substrates
A013353,Cytochrome P-450 CYP3A4 Substrates
A013354,Cytochrome P-450 Substrates
A013355,Psycholeptics
A013356,Benzodiazepine hypnotics and sedatives
A013357,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
A013358,Cytochrome P-450 CYP2C19 Substrates
A013359,Cytochrome P-450 CYP2C9 Substrates
A013360,Cytochrome P-450 CYP3A Substrates
A013361,Cytochrome P-450 CYP3A4 Substrates
A013362,Cytochrome P-450 Substrates
A013363,Psycholeptics
A013364,Antineoplastic and Immunomodulating Agents
A013365,Cancer immunotherapy
A013366,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A013367,Cytochrome P-450 CYP3A Substrates
A013368,Cytochrome P-450 CYP3A4 Substrates
A013369,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A013370,Cytochrome P-450 Substrates
A013371,Decreased Immunologic Activity
A013372,Hyperglycemia-Associated Agents
A013373,Kinase Inhibitor
A013374,Mammalian target of rapamycin (mTOR) kinase inhibitors
A013375,mTOR Inhibitor Immunosuppressant
A013376,Myelosuppressive Agents
A013377,Narrow Therapeutic Index Drugs
A013378,OATP1B1/SLCO1B1 Inhibitors
A013379,OATP1B3 inhibitors
A013380,P-glycoprotein inhibitors
A013381,P-glycoprotein substrates
A013382,P-glycoprotein substrates with a Narrow Therapeutic Index
A013383,Selective Immunosuppressants
A013384,Agents producing tachycardia
A013385,Agents that produce hypertension
A013386,Cytochrome P-450 CYP2D6 Substrates
A013387,Cytochrome P-450 CYP3A Substrates
A013388,Cytochrome P-450 CYP3A4 Substrates
A013389,Cytochrome P-450 Substrates
A013390,Drugs for Urinary Frequency and Incontinence
A013391,Drugs Used in Benign Prostatic Hypertrophy
A013392,Genito Urinary System and Sex Hormones
A013393,Potential QTc-Prolonging Agents
