identifier,derived-from,resource
CHEMBL2360628,DB13373,ChEMBL
9985,DB13374,ChEBI
347829295,DB13374,PubChem Substance
C09251,DB13374,KEGG Compound
14635,DB13374,ChemSpider
Vincamine,DB13374,Wikipedia
CHEMBL1165342,DB13374,ChEMBL
ZINC000001069082,DB13374,ZINC
11201,DB13374,RxCUI
Edrecolomab,DB13375,Wikipedia
80726,DB13375,RxCUI
9307,DB13376,ChEBI
C07273,DB13376,KEGG Compound
10955,DB13376,ChemSpider
Succinimide,DB13376,Wikipedia
CHEMBL275661,DB13376,ChEMBL
ZINC000005133396,DB13376,ZINC
4447681,DB13377,ChemSpider
Vinbarbital,DB13377,Wikipedia
CHEMBL503565,DB13377,ChEMBL
ZINC000001707332,DB13377,ZINC
89811,DB13377,RxCUI
134779,DB13378,ChEBI
4379,DB13378,ChemSpider
Norfenefrine,DB13378,Wikipedia
CHEMBL358040,DB13378,ChEMBL
31988,DB13378,RxCUI
10574,DB13379,ChemSpider
Chiniofon,DB13379,Wikipedia
CHEMBL2104146,DB13379,ChEMBL
144764,DB13380,ChemSpider
Difemerine,DB13380,Wikipedia
ZINC000004215639,DB13380,ZINC
163406,DB13380,RxCUI
78292,DB13381,ChEBI
D07145,DB13381,KEGG Drug
25555,DB13381,ChemSpider
CHEMBL1705709,DB13381,ChEMBL
105673,DB13381,RxCUI
135464,DB13382,ChEBI
86724,DB13382,BindingDB
Chlorproethazine,DB13382,Wikipedia
CHEMBL52125,DB13382,ChEMBL
ZINC000000001135,DB13382,ZINC
59860,DB13382,RxCUI
135970,DB13383,ChEBI
61592,DB13383,ChemSpider
Diiodohydroxypropane,DB13383,Wikipedia
CHEMBL3707258,DB13383,ChEMBL
ZINC000005178438,DB13383,ZINC
135214,DB13384,ChEBI
23697,DB13384,ChemSpider
112783,DB13384,BindingDB
Melitracen,DB13384,Wikipedia
CHEMBL110094,DB13384,ChEMBL
ZINC000001482101,DB13384,ZINC
446248,DB13384,RxCUI
Dihydroergocryptine,DB13385,Wikipedia
3417,DB13385,RxCUI
34738,DB13386,ChEBI
C14593,DB13386,KEGG Compound
214111,DB13386,ChemSpider
Epimestrol,DB13386,Wikipedia
CHEMBL2106236,DB13386,ChEMBL
ZINC000004215816,DB13386,ZINC
36161,DB13387,ChEBI
16736140,DB13387,ChemSpider
Haematin,DB13387,Wikipedia
136021,DB13388,ChEBI
8016574,DB13388,ChemSpider
Phenylmercuric_nitrate,DB13388,Wikipedia
89722,DB13388,RxCUI
136000,DB13389,ChEBI
20443,DB13389,ChemSpider
Iopydol,DB13389,Wikipedia
CHEMBL2104393,DB13389,ChEMBL
78316,DB13391,ChEBI
83838,DB13391,ChemSpider
Levoverbenone,DB13391,Wikipedia
CHEMBL2426701,DB13391,ChEMBL
ZINC000000967601,DB13391,ZINC
6763,DB13392,ChEBI
2724062,DB13392,PubChem Compound
347829297,DB13392,PubChem Substance
D00861,DB13392,KEGG Drug
8029248,DB13392,ChemSpider
Merbromin,DB13392,Wikipedia
C09421,DB13393,KEGG Compound
9802,DB13393,ChemSpider
50216297,DB13393,BindingDB
Emetine,DB13393,Wikipedia
CHEMBL50588,DB13393,ChEMBL
ZINC000003830747,DB13393,ZINC
134821,DB13394,ChEBI
7158,DB13394,ChemSpider
94970,DB13394,BindingDB
Adrenalone,DB13394,Wikipedia
CHEMBL2103996,DB13394,ChEMBL
ZINC000034781660,DB13394,ZINC
17073,DB13394,RxCUI
135497,DB13395,ChEBI
109268,DB13395,ChemSpider
Eprozinol,DB13395,Wikipedia
CHEMBL2107691,DB13395,ChEMBL
24274,DB13395,RxCUI
134734,DB13396,ChEBI
2341748,DB13396,ChemSpider
Neocitrullamon,DB13396,Wikipedia
CHEMBL3707389,DB13396,ChEMBL
135527,DB13397,ChEBI
107586,DB13397,ChemSpider
Prenoxdiazine,DB13397,Wikipedia
CHEMBL2105302,DB13397,ChEMBL
ZINC000000538227,DB13397,ZINC
135343,DB13398,ChEBI
4590049,DB13398,ChemSpider
Oxyfedrine,DB13398,Wikipedia
CHEMBL1651913,DB13398,ChEMBL
ZINC000002018339,DB13398,ZINC
7805,DB13398,RxCUI
32193,DB13399,ChEBI
D01348,DB13399,KEGG Drug
392004,DB13399,ChemSpider
50017519,DB13399,BindingDB
Terguride,DB13399,Wikipedia
CHEMBL73151,DB13399,ChEMBL
ZINC000003811327,DB13399,ZINC
136004,DB13400,ChEBI
10561427,DB13400,ChemSpider
83470,DB13400,BindingDB
Linsidomine,DB13400,Wikipedia
CHEMBL1189150,DB13400,ChEMBL
135885,DB13401,ChEBI
392000,DB13401,ChemSpider
Metildigoxin,DB13401,Wikipedia
CHEMBL1697843,DB13401,ChEMBL
ZINC000254011770,DB13401,ZINC
6686,DB13401,RxCUI
32698138,DB13402,ChemSpider
Acetylglycinamide_chloral_hydrate,DB13402,Wikipedia
31952,DB13403,ChEBI
4479,DB13403,ChemSpider
Oxypertine,DB13403,Wikipedia
CHEMBL2107011,DB13403,ChEMBL
ZINC000000538144,DB13403,ZINC
7815,DB13403,RxCUI
5914,DB13404,ChemSpider
CHEMBL2104344,DB13404,ChEMBL
31809,DB13405,ChEBI
3907,DB13405,ChemSpider
Mefruside,DB13405,Wikipedia
CHEMBL2105131,DB13405,ChEMBL
6696,DB13405,RxCUI
135118,DB13406,ChEBI
9189,DB13406,ChemSpider
Carbutamide,DB13406,Wikipedia
CHEMBL448570,DB13406,ChEMBL
ZINC000001764156,DB13406,ZINC
31910,DB13407,ChEBI
4332,DB13407,ChemSpider
Nifenazone,DB13407,Wikipedia
CHEMBL1413176,DB13407,ChEMBL
ZINC000000057417,DB13407,ZINC
23742,DB13408,ChemSpider
32103,DB13409,ChEBI
4445397,DB13409,ChemSpider
Rokitamycin,DB13409,Wikipedia
CHEMBL1908350,DB13409,ChEMBL
ZINC000169676935,DB13409,ZINC
7842543,DB13410,ChemSpider
Guanoxabenz,DB13410,Wikipedia
CHEMBL461343,DB13410,ChEMBL
ZINC000005784328,DB13410,ZINC
47782,DB13411,ChEBI
3810,DB13411,ChemSpider
82437,DB13411,BindingDB
Lofepramine,DB13411,Wikipedia
CHEMBL87708,DB13411,ChEMBL
ZINC000001542929,DB13411,ZINC
135442,DB13412,ChEBI
59202,DB13412,ChemSpider
Pirisudanol,DB13412,Wikipedia
CHEMBL2104859,DB13412,ChEMBL
35097,DB13412,RxCUI
135195,DB13413,ChEBI
92737,DB13413,ChemSpider
Phenglutarimide,DB13413,Wikipedia
CHEMBL1096643,DB13413,ChEMBL
134888,DB13414,ChEBI
9098,DB13414,ChemSpider
235694,DB13414,BindingDB
Fenyramidol,DB13414,Wikipedia
CHEMBL1697767,DB13414,ChEMBL
34910,DB13415,ChEBI
C13692,DB13415,KEGG Compound
5704,DB13415,ChemSpider
50240031,DB13415,BindingDB
Pentylenetetrazol,DB13415,Wikipedia
CHEMBL116943,DB13415,ChEMBL
ZINC000000001905,DB13415,ZINC
8015,DB13415,RxCUI
31290,DB13416,ChEBI
3002120,DB13416,PubChem Compound
347829298,DB13416,PubChem Substance
C12750,DB13416,KEGG Compound
2273322,DB13416,ChemSpider
Sulbutiamine,DB13416,Wikipedia
CHEMBL1874002,DB13416,ChEMBL
ZINC000072135087,DB13416,ZINC
37317,DB13416,RxCUI
134914,DB13417,ChEBI
63555,DB13417,ChemSpider
Morinamide,DB13417,Wikipedia
CHEMBL1697759,DB13417,ChEMBL
ZINC000021673450,DB13417,ZINC
34857,DB13418,ChEBI
C14757,DB13418,KEGG Compound
10128336,DB13418,ChemSpider
50218560,DB13418,BindingDB
Moxestrol,DB13418,Wikipedia
CHEMBL1628161,DB13418,ChEMBL
ZINC000003815417,DB13418,ZINC
32271,DB13419,ChEBI
Troxipide,DB13419,Wikipedia
CHEMBL1566956,DB13419,ChEMBL
135268,DB13420,ChEBI
Thiazinamium_metilsulfate,DB13420,Wikipedia
CHEMBL2111135,DB13420,ChEMBL
135051,DB13421,ChEBI
66377,DB13421,PubChem Compound
347829299,DB13421,PubChem Substance
59752,DB13421,ChemSpider
50132292,DB13421,BindingDB
Edoxudine,DB13421,Wikipedia
CHEMBL318153,DB13421,ChEMBL
ZINC000003956771,DB13421,ZINC
49428,DB13421,RxCUI
135846,DB13422,ChEBI
23791,DB13422,ChemSpider
Nicofuranose,DB13422,Wikipedia
CHEMBL1697844,DB13422,ChEMBL
ZINC000004217093,DB13422,ZINC
104486,DB13422,RxCUI
135985,DB13423,ChEBI
66593,DB13423,ChemSpider
Iron(III)_oxide-hydroxide,DB13423,Wikipedia
CHEMBL3707285,DB13423,ChEMBL
1428835,DB13423,RxCUI
16130,DB13424,ChEBI
C04623,DB13424,KEGG Compound
2928,DB13424,ChemSpider
50410508,DB13424,BindingDB
6WT,DB13424,PDB
CHEMBL416898,DB13424,ChEMBL
ZINC000001530011,DB13424,ZINC
82864,DB13425,ChEBI
50436201,DB13425,BindingDB
Flutrimazole,DB13425,Wikipedia
CHEMBL2107430,DB13425,ChEMBL
61773,DB13425,RxCUI
59653,DB13427,ChemSpider
CHEMBL3833324,DB13427,ChEMBL
31700,DB13428,ChEBI
17355,DB13428,ChemSpider
Iobenzamic_acid,DB13428,Wikipedia
CHEMBL2106317,DB13428,ChEMBL
ZINC000004216580,DB13428,ZINC
134879,DB13429,ChEBI
65112,DB13429,ChemSpider
Tolonidine,DB13429,Wikipedia
CHEMBL304253,DB13429,ChEMBL
ZINC000000002193,DB13429,ZINC
135597,DB13430,ChEBI
64712,DB13430,ChemSpider
Mebutizide,DB13430,Wikipedia
CHEMBL2105212,DB13430,ChEMBL
32058,DB13431,ChEBI
50014888,DB13431,BindingDB
Proglumide,DB13431,Wikipedia
CHEMBL316561,DB13431,ChEMBL
76164,DB13432,ChEBI
61957,DB13432,ChemSpider
Lonazolac,DB13432,Wikipedia
CHEMBL1334692,DB13432,ChEMBL
ZINC000000001631,DB13432,ZINC
32131,DB13433,ChEBI
Simfibrate,DB13433,Wikipedia
CHEMBL2105435,DB13433,ChEMBL
ZINC000003874963,DB13433,ZINC
83602,DB13434,ChEBI
46840,DB13434,ChemSpider
Fenticonazole,DB13434,Wikipedia
CHEMBL1651990,DB13434,ChEMBL
24876,DB13434,RxCUI
135105,DB13435,ChEBI
43316,DB13435,ChemSpider
Endralazine,DB13435,Wikipedia
CHEMBL254193,DB13435,ChEMBL
ZINC000011679779,DB13435,ZINC
135979,DB13436,ChEBI
181001,DB13436,ChemSpider
Droxypropine,DB13436,Wikipedia
CHEMBL2105053,DB13436,ChEMBL
31807,DB13437,ChEBI
50021058,DB13437,BindingDB
Medazepam,DB13437,Wikipedia
CHEMBL28333,DB13437,ChEMBL
ZINC000000001659,DB13437,ZINC
6680,DB13437,RxCUI
134898,DB13438,ChEBI
13930,DB13438,ChemSpider
Prolintane,DB13438,Wikipedia
CHEMBL2111047,DB13438,ChEMBL
34604,DB13438,RxCUI
135159,DB13439,ChEBI
171191,DB13439,ChemSpider
Fenpiprane,DB13439,Wikipedia
CHEMBL49943,DB13439,ChEMBL
ZINC000001482064,DB13439,ZINC
31903,DB13441,ChEBI
4321,DB13441,ChemSpider
Niceritrol,DB13441,Wikipedia
CHEMBL1697762,DB13441,ChEMBL
ZINC000003831199,DB13441,ZINC
94403,DB13442,ChEBI
13864,DB13442,ChemSpider
Citiolone,DB13442,Wikipedia
CHEMBL2104457,DB13442,ChEMBL
21171,DB13442,RxCUI
31556,DB13443,ChEBI
D01471,DB13443,KEGG Drug
152937,DB13443,ChemSpider
CHEMBL343633,DB13443,ChEMBL
ZINC000000113415,DB13443,ZINC
1203,DB13444,Drugs Product Database (DPD)
83517,DB13444,ChEBI
D07418,DB13444,KEGG Drug
31782,DB13444,ChemSpider
Ioxitalamic_acid,DB13444,Wikipedia
CHEMBL2107239,DB13444,ChEMBL
ZINC000004216615,DB13444,ZINC
135121,DB13445,ChEBI
2310106,DB13445,ChemSpider
Nepinalone,DB13445,Wikipedia
CHEMBL2105148,DB13445,ChEMBL
Guar_gum,DB13446,Wikipedia
26344,DB13446,RxCUI
Prethcamide,DB13447,Wikipedia
52083134,DB13448,ChemSpider
Mazaticol,DB13448,Wikipedia
ZINC000100521081,DB13448,ZINC
32070,DB13449,ChEBI
50028190,DB13449,BindingDB
Proxyphylline,DB13449,Wikipedia
CHEMBL37390,DB13449,ChEMBL
34906,DB13449,RxCUI
135730,DB13451,ChEBI
11236578,DB13451,ChemSpider
Tioclomarol,DB13451,Wikipedia
CHEMBL2105401,DB13451,ChEMBL
163426,DB13451,RxCUI
31331,DB13452,ChEBI
D01804,DB13452,KEGG Drug
Cadralazine,DB13452,Wikipedia
CHEMBL2106561,DB13452,ChEMBL
C13373,DB13453,KEGG Compound
22427,DB13453,ChemSpider
XE,DB13453,PDB
Xenon,DB13453,Wikipedia
CHEMBL1236802,DB13453,ChEMBL
135797,DB13454,ChEBI
4515048,DB13454,ChemSpider
Nicomorphine,DB13454,Wikipedia
CHEMBL2106851,DB13454,ChEMBL
ZINC000004217095,DB13454,ZINC
136039,DB13455,ChEBI
13491,DB13455,ChemSpider
Phenibut,DB13455,Wikipedia
CHEMBL315818,DB13455,ChEMBL
31845,DB13456,ChEBI
D01339,DB13456,KEGG Drug
4445365,DB13456,ChemSpider
Midecamycin,DB13456,Wikipedia
CHEMBL444963,DB13456,ChEMBL
ZINC000169368401,DB13456,ZINC
30005,DB13456,RxCUI
135128,DB13457,ChEBI
382782,DB13457,ChemSpider
Oxaflozane,DB13457,Wikipedia
CHEMBL2106996,DB13457,ChEMBL
135449,DB13458,ChEBI
9683173,DB13458,ChemSpider
Thebacon,DB13458,Wikipedia
CHEMBL2104751,DB13458,ChEMBL
32289,DB13459,ChEBI
C12905,DB13459,KEGG Compound
4445371,DB13459,ChemSpider
50448688,DB13459,BindingDB
Pecilocin,DB13459,Wikipedia
CHEMBL486174,DB13459,ChEMBL
ZINC000004214101,DB13459,ZINC
135588,DB13460,ChEBI
61925,DB13460,ChemSpider
Ronifibrate,DB13460,Wikipedia
CHEMBL153983,DB13460,ChEMBL
ZINC000001846400,DB13460,ZINC
131729,DB13461,ChEBI
4940731,DB13461,ChemSpider
Cefcapene,DB13461,Wikipedia
CHEMBL582912,DB13461,ChEMBL
ZINC000004215231,DB13461,ZINC
135055,DB13462,ChEBI
Bephenium_hydroxynaphthoate,DB13462,Wikipedia
CHEMBL1788404,DB13462,ChEMBL
ZINC000000001023,DB13462,ZINC
135364,DB13463,ChEBI
21173074,DB13463,ChemSpider
Oxetorone,DB13463,Wikipedia
CHEMBL3989752,DB13463,ChEMBL
32633,DB13463,RxCUI
136020,DB13464,ChEBI
16736525,DB13464,ChemSpider
50350865,DB13464,BindingDB
Ornipressin,DB13464,Wikipedia
CHEMBL1819440,DB13464,ChEMBL
7703,DB13464,RxCUI
135067,DB13465,ChEBI
32933,DB13465,ChemSpider
97356,DB13465,BindingDB
Ciclobendazole,DB13465,Wikipedia
CHEMBL1788401,DB13465,ChEMBL
ZINC000005387001,DB13465,ZINC
50189,DB13466,ChEBI
16735768,DB13466,ChemSpider
50419751,DB13466,BindingDB
Deptropine,DB13466,Wikipedia
CHEMBL1946186,DB13466,ChEMBL
ZINC000100079325,DB13466,ZINC
570984,DB13467,ChemSpider
Lanatoside_C,DB13467,Wikipedia
CHEMBL506569,DB13467,ChEMBL
ZINC000253387889,DB13467,ZINC
27929,DB13467,RxCUI
135972,DB13468,ChEBI
16736129,DB13468,ChemSpider
Etybenzatropine,DB13468,Wikipedia
CHEMBL2104273,DB13468,ChEMBL
ZINC000100203405,DB13468,ZINC
1358000,DB13468,RxCUI
59141,DB13469,ChEBI
Phanquinone,DB13469,Wikipedia
CHEMBL531048,DB13469,ChEMBL
ZINC000002041224,DB13469,ZINC
63214,DB13470,ChEBI
D07643,DB13470,KEGG Drug
4514859,DB13470,ChemSpider
50422690,DB13470,BindingDB
Cefodizime,DB13470,Wikipedia
CHEMBL2303613,DB13470,ChEMBL
ZINC000003830421,DB13470,ZINC
20485,DB13470,RxCUI
136019,DB13471,ChEBI
4949003,DB13471,ChemSpider
50325534,DB13471,BindingDB
Nalfurafine,DB13471,Wikipedia
CHEMBL267495,DB13471,ChEMBL
ZINC000004393014,DB13471,ZINC
31446,DB13472,ChEBI
Cyclofenil,DB13472,Wikipedia
CHEMBL141305,DB13472,ChEMBL
ZINC000000608288,DB13472,ZINC
2983,DB13472,RxCUI
13785923,DB13473,ChemSpider
Antimony_pentasulfide,DB13473,Wikipedia
1337969,DB13473,RxCUI
135141,DB13474,ChEBI
5284,DB13474,ChemSpider
Tipepidine,DB13474,Wikipedia
CHEMBL1899506,DB13474,ChEMBL
ZINC000055161150,DB13474,ZINC
5264730,DB13475,ChemSpider
CHEMBL3707254,DB13475,ChEMBL
ZINC000006093527,DB13475,ZINC
135245,DB13476,ChEBI
Diisopromine,DB13476,Wikipedia
CHEMBL2110849,DB13476,ChEMBL
ZINC000001481784,DB13476,ZINC
236206,DB13476,RxCUI
Sodium_apolate,DB13477,Wikipedia
52259,DB13477,RxCUI
91484,DB13478,ChEBI
37469,DB13478,ChemSpider
50373116,DB13478,BindingDB
Meptazinol,DB13478,Wikipedia
CHEMBL314437,DB13478,ChEMBL
135164,DB13479,ChEBI
61430,DB13479,ChemSpider
Histapyrrodine,DB13479,Wikipedia
CHEMBL2105039,DB13479,ChEMBL
ZINC000000001534,DB13479,ZINC
Lentinan,DB13480,Wikipedia
12284644,DB13481,ChemSpider
Tenidap,DB13481,Wikipedia
CHEMBL1908355,DB13481,ChEMBL
ZINC000100001953,DB13481,ZINC
135374,DB13482,ChEBI
Dimefline,DB13482,Wikipedia
CHEMBL519364,DB13482,ChEMBL
ZINC000000000223,DB13482,ZINC
16553,DB13483,ChemSpider
Etamsylate,DB13483,Wikipedia
CHEMBL1514715,DB13483,ChEMBL
4112,DB13483,RxCUI
135488,DB13484,ChEBI
8536132,DB13484,ChemSpider
Quinbolone,DB13484,Wikipedia
CHEMBL2106999,DB13484,ChEMBL
ZINC000004217390,DB13484,ZINC
32163,DB13485,ChEBI
18460,DB13485,ChemSpider
Sulfametomidine,DB13485,Wikipedia
CHEMBL485940,DB13485,ChEMBL
ZINC000000002098,DB13485,ZINC
81304,DB13486,ChEBI
C17732,DB13486,KEGG Compound
55637,DB13486,ChemSpider
Magnesium_peroxide,DB13486,Wikipedia
CHEMBL3707298,DB13486,ChEMBL
1666106,DB13486,RxCUI
34893,DB13487,ChEBI
C13547,DB13487,KEGG Compound
571011,DB13487,ChemSpider
CHEMBL2106905,DB13487,ChEMBL
ZINC000118913163,DB13487,ZINC
135205,DB13488,ChEBI
2222,DB13488,ChemSpider
Bencyclane,DB13488,Wikipedia
CHEMBL2110767,DB13488,ChEMBL
ZINC000001999382,DB13488,ZINC
1367,DB13488,RxCUI
135165,DB13489,ChEBI
65061,DB13489,ChemSpider
Bamipine,DB13489,Wikipedia
CHEMBL520400,DB13489,ChEMBL
ZINC000000000987,DB13489,ZINC
135840,DB13490,ChEBI
2344126,DB13490,ChemSpider
Hidrosmin,DB13490,Wikipedia
CHEMBL3707286,DB13490,ChEMBL
ZINC000095842563,DB13490,ZINC
32700976,DB13491,ChemSpider
Fluperolone,DB13491,Wikipedia
Policresulen,DB13492,Wikipedia
54908,DB13492,RxCUI
61024,DB13493,ChEBI
65051,DB13493,ChemSpider
Cyclobutyrol,DB13493,Wikipedia
CHEMBL1697739,DB13493,ChEMBL
21954,DB13493,RxCUI
134932,DB13494,ChEBI
29227,DB13494,ChemSpider
Dimetofrine,DB13494,Wikipedia
CHEMBL2105040,DB13494,ChEMBL
27827,DB13495,ChEBI
C06606,DB13495,KEGG Compound
9026,DB13495,ChemSpider
50240416,DB13495,BindingDB
Paraoxon,DB13495,Wikipedia
CHEMBL23838,DB13495,ChEMBL
ZINC000001530487,DB13495,ZINC
135177,DB13496,ChEBI
20417,DB13496,ChemSpider
81448,DB13496,BindingDB
Iprindole,DB13496,Wikipedia
CHEMBL126224,DB13496,ChEMBL
ZINC000000001576,DB13496,ZINC
135303,DB13497,ChEBI
CHEMBL2111176,DB13497,ChEMBL
3507,DB13499,ChEBI
C11253,DB13499,KEGG Compound
570942,DB13499,ChemSpider
Cefsulodin,DB13499,Wikipedia
CHEMBL3351077,DB13499,ChEMBL
2190,DB13499,RxCUI
135780,DB13500,ChEBI
65078,DB13500,ChemSpider
7TB,DB13500,PDB
Otilonium_bromide,DB13500,Wikipedia
CHEMBL1433361,DB13500,ChEMBL
ZINC000008214636,DB13500,ZINC
32311,DB13500,RxCUI
31257,DB13501,ChEBI
2223,DB13501,ChemSpider
Bendazac,DB13501,Wikipedia
CHEMBL1089221,DB13501,ChEMBL
ZINC000000001000,DB13501,ZINC
135228,DB13502,ChEBI
62021,DB13502,ChemSpider
50062600,DB13502,BindingDB
Budipine,DB13502,Wikipedia
CHEMBL334491,DB13502,ChEMBL
ZINC000001481990,DB13502,ZINC
19832,DB13502,RxCUI
8526,DB13503,Drugs Product Database (DPD)
398608,DB13503,ChemSpider
Tyrothricin,DB13503,Wikipedia
CHEMBL577736,DB13503,ChEMBL
10968,DB13503,RxCUI
135629,DB13504,ChEBI
D03424,DB13504,KEGG Drug
4589562,DB13504,ChemSpider
Cefetamet,DB13504,Wikipedia
CHEMBL2103764,DB13504,ChEMBL
ZINC000004215237,DB13504,ZINC
20482,DB13504,RxCUI
135169,DB13505,ChEBI
31386,DB13505,ChemSpider
Emepronium_bromide,DB13505,Wikipedia
CHEMBL2110805,DB13505,ChEMBL
3816,DB13505,RxCUI
C11752,DB13506,KEGG Compound
31054,DB13506,ChemSpider
Carfecillin,DB13506,Wikipedia
CHEMBL1095283,DB13506,ChEMBL
135443,DB13507,ChEBI
10552,DB13507,ChemSpider
Poldine,DB13507,Wikipedia
CHEMBL2110948,DB13507,ChEMBL
33926,DB13507,RxCUI
135217,DB13508,ChEBI
59229,DB13508,ChemSpider
Cloranolol,DB13508,Wikipedia
CHEMBL156791,DB13508,ChEMBL
32698107,DB13509,ChemSpider
Aloxiprin,DB13509,Wikipedia
17393,DB13509,RxCUI
94538,DB13510,ChEBI
50170664,DB13510,BindingDB
Buflomedil,DB13510,Wikipedia
CHEMBL188921,DB13510,ChEMBL
ZINC000000005191,DB13510,ZINC
19836,DB13510,RxCUI
92309,DB13511,ChEBI
50132693,DB13511,BindingDB
Clebopride,DB13511,Wikipedia
CHEMBL325109,DB13511,ChEMBL
ZINC000000608261,DB13511,ZINC
21224,DB13511,RxCUI
135963,DB13512,ChEBI
64843,DB13512,ChemSpider
Clefamide,DB13512,Wikipedia
CHEMBL1788400,DB13512,ChEMBL
ZINC000000608263,DB13512,ZINC
135457,DB13513,ChEBI
19526,DB13513,ChemSpider
Tribromometacresol,DB13513,Wikipedia
CHEMBL3707340,DB13513,ChEMBL
ZINC000000404196,DB13513,ZINC
32040,DB13514,ChEBI
50286819,DB13514,BindingDB
Pranoprofen,DB13514,Wikipedia
CHEMBL367463,DB13514,ChEMBL
136003,DB13515,ChEBI
20904,DB13515,ChemSpider
50223633,DB13515,BindingDB
Levomethadone,DB13515,Wikipedia
CHEMBL159659,DB13515,ChEMBL
ZINC000001530706,DB13515,ZINC
236913,DB13515,RxCUI
135965,DB13516,ChEBI
20472,DB13516,ChemSpider
Chlordantoin,DB13516,Wikipedia
CHEMBL356479,DB13516,ChEMBL
135950,DB13517,ChEBI
8526544,DB13517,ChemSpider
50228199,DB13517,BindingDB
Angiotensinamide,DB13517,Wikipedia
CHEMBL409803,DB13517,ChEMBL
17548,DB13518,ChEBI
131704328,DB13518,PubChem Compound
347829302,DB13518,PubChem Substance
C01768,DB13518,KEGG Compound
D02324,DB13518,KEGG Drug
Alginic_acid,DB13518,Wikipedia
17305,DB13518,RxCUI
145101,DB13519,ChemSpider
Cerium_oxalate,DB13519,Wikipedia
314546,DB13519,RxCUI
64216,DB13520,ChEBI
28693,DB13520,PubChem Compound
347829303,DB13520,PubChem Substance
D07218,DB13520,KEGG Drug
26687,DB13520,ChemSpider
30704,DB13520,BindingDB
Metergoline,DB13520,Wikipedia
CHEMBL19215,DB13520,ChEMBL
ZINC000003812975,DB13520,ZINC
D10843,DB13521,KEGG Drug
Alipogene_tiparvovec,DB13521,Wikipedia
32697740,DB13522,ChemSpider
Mebicar,DB13522,Wikipedia
135600,DB13523,ChEBI
43638,DB13523,ChemSpider
Veralipride,DB13523,Wikipedia
CHEMBL2105581,DB13523,ChEMBL
135538,DB13524,ChEBI
D01380,DB13524,KEGG Drug
Propyphenazone,DB13524,Wikipedia
CHEMBL28318,DB13524,ChEMBL
ZINC000000049151,DB13524,ZINC
34710,DB13524,RxCUI
Althea_root,DB13525,Wikipedia
1306165,DB13525,RxCUI
134760,DB13526,ChEBI
3SY,DB13526,PDB
CHEMBL3186112,DB13526,ChEMBL
ZINC000000391843,DB13526,ZINC
33055,DB13526,RxCUI
76263,DB13527,ChEBI
D08427,DB13527,KEGG Drug
4752,DB13527,ChemSpider
Proglumetacin,DB13527,Wikipedia
CHEMBL2105825,DB13527,ChEMBL
34769,DB13527,RxCUI
4447590,DB13528,ChemSpider
Chlormadinone,DB13528,Wikipedia
CHEMBL1697830,DB13528,ChEMBL
ZINC000030691600,DB13528,ZINC
78904,DB13528,RxCUI
16554,DB13529,ChemSpider
DBX,DB13529,PDB
Calcium_dobesilate,DB13529,Wikipedia
CHEMBL1232131,DB13529,ChEMBL
ZINC000001663856,DB13529,ZINC
235935,DB13529,RxCUI
135082,DB13530,ChEBI
64750,DB13530,ChemSpider
50239962,DB13530,BindingDB
Mepindolol,DB13530,Wikipedia
CHEMBL65717,DB13530,ChEMBL
29518,DB13530,RxCUI
81301,DB13531,ChEBI
C17729,DB13531,KEGG Compound
2298538,DB13531,ChemSpider
CHEMBL3707234,DB13531,ChEMBL
91686,DB13532,ChEBI
347829304,DB13532,PubChem Substance
Cyclopenthiazide,DB13532,Wikipedia
CHEMBL1373254,DB13532,ChEMBL
34896,DB13533,ChEBI
C14491,DB13533,KEGG Compound
4447645,DB13533,ChemSpider
Normethandrone,DB13533,Wikipedia
CHEMBL2106801,DB13533,ChEMBL
ZINC000004217180,DB13533,ZINC
189915,DB13534,ChemSpider
Gedocarnil,DB13534,Wikipedia
CHEMBL2105080,DB13534,ChEMBL
ZINC000000537780,DB13534,ZINC
Nebacumab,DB13535,Wikipedia
109543,DB13536,ChEBI
76301,DB13536,BindingDB
Broxyquinoline,DB13536,Wikipedia
CHEMBL223448,DB13536,ChEMBL
ZINC000000001064,DB13536,ZINC
16736524,DB13537,ChemSpider
Gitoformate,DB13537,Wikipedia
CHEMBL2103959,DB13537,ChEMBL
135185,DB13538,ChEBI
61994,DB13538,ChemSpider
Guacetisal,DB13538,Wikipedia
CHEMBL2105097,DB13538,ChEMBL
ZINC000000000348,DB13538,ZINC
32877,DB13539,ChemSpider
Iodoxamic_acid,DB13539,Wikipedia
CHEMBL1615487,DB13539,ChEMBL
2301019,DB13540,ChemSpider
Isepamicin,DB13540,Wikipedia
CHEMBL272080,DB13540,ChEMBL
ZINC000008214585,DB13540,ZINC
4903581,DB13541,ChemSpider
Iprazochrome,DB13541,Wikipedia
CHEMBL2104324,DB13541,ChEMBL
51486,DB13541,RxCUI
135495,DB13542,ChEBI
29489,DB13542,ChemSpider
Bevonium,DB13542,Wikipedia
CHEMBL1882461,DB13542,ChEMBL
34853,DB13543,ChEBI
C13522,DB13543,KEGG Compound
571004,DB13543,ChemSpider
Mitobronitol,DB13543,Wikipedia
CHEMBL447629,DB13543,ChEMBL
ZINC000002507451,DB13543,ZINC
31564,DB13544,ChEBI
D01466,DB13544,KEGG Drug
3167,DB13544,ChemSpider
Ethenzamide,DB13544,Wikipedia
CHEMBL1483877,DB13544,ChEMBL
