drug,category
DB00092,D011993
DB00092,D011994
DB00092,A000445
DB00092,D012712
DB00093,D000602
DB00093,D002317
DB00093,D006728
DB00093,D006730
DB00093,D009419
DB00093,D009479
DB00093,D009842
DB00093,D036361
DB00093,D010455
DB00093,D010907
DB00093,D010909
DB00093,D011506
DB00093,D014662
DB00093,A000446
DB00093,D014667
DB00094,D000602
DB00094,A000447
DB00094,D006062
DB00094,A000448
DB00094,D006065
DB00094,D006728
DB00094,D006730
DB00094,D036361
DB00094,D010455
DB00094,D010907
DB00094,D010908
DB00094,A000449
DB00095,D000602
DB00095,D000906
DB00095,D000911
DB00095,D061067
DB00095,D018845
DB00095,A000450
DB00095,D001798
DB00095,A000451
DB00095,A000452
DB00095,A000453
DB00095,D005916
DB00095,D007136
DB00095,D007162
DB00095,D007166
DB00095,D007167
DB00095,D011506
DB00095,A000454
DB00095,D012712
DB00097,A000455
DB00097,D006062
DB00097,A000456
DB00097,A000457
DB00098,D000602
DB00098,D000906
DB00098,A000458
DB00098,A000459
DB00098,D001688
DB00098,D001769
DB00098,D001798
DB00098,D001826
DB00098,D045424
DB00098,D005441
DB00098,D005916
DB00098,D007106
DB00098,D007074
DB00098,D007136
DB00098,D007155
DB00098,D007162
DB00098,D007166
DB00098,D007167
DB00098,A000460
DB00098,A000461
DB00098,A000462
DB00098,D011506
DB00098,A000463
DB00098,D044967
DB00098,D012712
DB00099,D000602
DB00099,A000464
DB00099,D001685
DB00099,D003115
DB00099,D006001
DB00099,D006023
DB00099,D016179
DB00099,D006401
DB00099,D016298
DB00099,A000465
DB00099,A000466
DB00099,D010455
DB00099,D011506
DB00100,D001779
DB00100,D006490
DB00100,A000467
DB00102,D000143
DB00102,D000148
DB00102,A000468
DB00102,D000602
DB00102,D043925
DB00102,D043924
DB00102,D001685
DB00102,D001798
DB00102,A000469
DB00102,D003879
DB00102,D004268
DB00102,D006133
DB00102,D006401
DB00102,A000470
DB00102,D036341
DB00102,D009363
DB00102,D015513
DB00102,D010455
DB00102,D010756
DB00102,D017976
DB00102,D017553
DB00102,D010982
DB00102,A000471
DB00102,D011506
DB00102,D011518
DB00102,D020574
DB00102,A000472
DB00103,A000473
DB00103,D000602
DB00103,D004798
DB00103,D045762
DB00103,D005696
DB00103,D006026
DB00103,D006867
DB00103,A000474
DB00103,D020033
DB00103,D011506
DB00104,D000602
DB00104,D000970
DB00104,D018931
DB00104,A000475
DB00104,D065692
DB00104,A000476
DB00104,D065607
DB00104,D005765
DB00104,A000477
DB00104,A000478
DB00104,D007028
DB00104,A000479
DB00104,A000480
DB00104,D010455
DB00104,D010456
DB00104,A000481
DB00104,A000482
DB00104,A000483
DB00104,A000484
DB00104,A000485
DB00104,A000486
DB00105,D000276
DB00105,A000487
DB00105,D000602
DB00105,D000890
DB00105,D000970
DB00105,A000488
DB00105,D000998
DB00105,D001685
DB00105,A000489
DB00105,D065609
DB00105,A000490
DB00105,D065607
DB00105,D016207
DB00105,A000491
DB00105,A000492
DB00105,D007166
DB00105,D007167
DB00105,D036341
DB00105,A000493
DB00105,D007370
DB00105,D016898
DB00105,D007372
DB00105,A000494
DB00105,A000495
DB00105,D010455
DB00105,D017319
DB00105,D011506
DB00106,D000602
DB00106,A000496
DB00106,A000497
DB00106,D006727
DB00106,A000498
DB00106,D006730
DB00106,D010455
DB00107,D000602
DB00107,A000499
DB00107,D006728
DB00107,D006730
DB00107,A000500
DB00107,A000501
DB00107,A000502
DB00107,D036361
DB00107,D010455
DB00107,A000503
DB00107,D010907
DB00107,D010909
DB00107,A000504
DB00107,A000505
DB00107,A000506
DB00107,D012102
DB00107,A000507
DB00107,D010120
DB00108,D000602
DB00108,D000906
DB00108,D000911
DB00108,D061067
DB00108,A000508
DB00108,D001798
DB00108,D005916
DB00108,D007136
DB00108,D007155
DB00108,D000091369
DB00108,D007162
DB00108,D007166
DB00108,A000509
DB00108,D011506
DB00108,A000510
DB00108,D012712
DB00109,D000602
DB00109,D019380
DB00109,D000890
DB00109,D044966
DB00109,D000941
DB00109,D000956
DB00109,A000511
DB00109,D000998
DB00109,A000512
DB00109,D001685
DB00109,A000513
DB00109,A000514
DB00109,A000515
DB00109,A000516
DB00109,D054299
DB00109,A000517
DB00109,D015686
DB00109,D015488
DB00109,D015700
DB00109,D023581
DB00109,A000518
DB00109,D054298
DB00109,D050576
DB00109,D008565
DB00109,D010446
DB00109,D010455
DB00109,D020815
DB00109,D011506
DB00109,D012191
DB00109,D014759
DB00109,D065147
DB00109,D014760
DB00109,D014764
DB00109,D015678
DB00110,D000602
DB00110,D000890
DB00110,D000906
DB00110,D000911
DB00110,D061067
DB00110,A000519
DB00110,D000998
DB00110,A000520
DB00110,D001798
DB00110,A000521
DB00110,D005916
DB00110,A000522
DB00110,D007136
DB00110,D007162
DB00110,D011506
DB00110,A000523
DB00110,D012712
DB00110,A000524
DB00111,D000602
DB00111,D000906
DB00111,D000911
DB00111,D061067
DB00111,A000525
DB00111,D001798
DB00111,A000526
DB00111,D005916
DB00111,D007136
DB00111,D007155
DB00111,D000091369
DB00111,D007162
DB00111,D007166
DB00111,D007167
DB00111,A000527
DB00111,D000088902
DB00111,A000528
DB00111,A000529
DB00111,D011506
DB00111,D012712
DB00112,D000602
DB00112,D020533
DB00112,D043924
DB00112,D000906
DB00112,D000911
DB00112,D061067
DB00112,D000970
DB00112,D000074322
DB00112,A000530
DB00112,A000531
DB00112,D001798
DB00112,A000532
DB00112,A000533
DB00112,A000534
DB00112,D005916
DB00112,D006131
DB00112,D007136
DB00112,D007162
DB00112,D007167
DB00112,A000535
DB00112,A000536
DB00112,A000537
DB00112,A000538
DB00112,D011506
DB00112,A000539
DB00112,D012712
DB00112,A000540
DB00112,A000541
DB00112,A000542
DB00112,A000543
DB00113,D000602
DB00113,D000906
DB00113,D001798
DB00113,A000544
DB00113,D005916
DB00113,D007136
DB00113,D007162
DB00113,D009942
DB00113,D011506
DB00113,D012712
DB00113,A000545
DB00113,A000546
DB00114,A000547
DB00114,D003067
DB00114,D019587
DB00114,D045762
DB00114,D005502
DB00114,D018977
DB00114,D010829
DB00114,D010847
DB00114,D011725
DB00114,A000548
DB00114,D014803
DB00114,D014815
DB00115,A000549
DB00115,A000550
DB00115,D045728
DB00115,D000066888
DB00115,A000551
DB00115,D005502
DB00115,D006133
DB00115,D000072471
DB00115,D018977
DB00115,A000552
DB00115,D014803
DB00115,A000553
DB00115,D014815
DB00116,D003067
DB00116,D019587
DB00116,D045762
DB00116,A000554
DB00116,D000072471
DB00116,D011621
DB00116,D011622
DB00116,A000555
DB00116,D014803
DB00116,D014815
DB00117,D000596
DB00117,D000598
DB00117,D000601
DB00117,D000602
DB00117,D019587
DB00117,A000556
DB00117,A000557
DB00118,A000558
DB00118,D000596
DB00118,A000559
DB00118,D000602
DB00118,D000603
DB00118,D065691
DB00118,A000560
DB00118,D065607
DB00118,D019587
DB00118,D000072471
DB00118,D009706
DB00118,D009705
DB00118,D011684
DB00118,D011687
DB00118,D012263
DB00118,D013457
DB00118,A000561
DB00119,D019587
DB00119,D007651
DB00119,D011773
DB00119,A000562
DB00120,D000596
DB00120,D024322
DB00120,D000598
DB00120,D000601
DB00120,D000602
DB00120,D019587
DB00120,D007166
DB00120,A000563
DB00120,A000564
DB00120,A000565
DB00121,A000566
DB00121,D003067
DB00121,D000066888
DB00121,D019587
DB00121,D045762
DB00121,D005502
DB00121,D006133
DB00121,D007093
DB00121,D018977
DB00121,D010829
DB00121,A000567
DB00121,D014803
DB00121,D014815
DB00122,D000438
DB00122,D000588
DB00122,D000605
DB00122,D000700
DB00122,D000963
DB00122,D002491
DB00122,D019587
DB00122,D004983
DB00122,D005765
DB00122,D000960
DB00122,D057847
DB00122,D008082
DB00122,D009420
DB00122,D018697
DB00122,A000568
DB00122,A000569
DB00122,A000570
DB00122,A000571
DB00122,D009861
DB00122,A000572
DB00122,D000644
DB00122,A000573
DB00122,A000574
DB00122,D050337
DB00122,D014803
DB00122,D014815
DB00123,D000596
DB00123,D024361
DB00123,D000599
DB00123,D000601
DB00123,D000602
DB00123,A000575
DB00123,A000576
DB00123,A000577
DB00123,D019587
DB00123,A000578
DB00123,D008239
DB00123,A000579
DB00123,A000580
DB00125,D000596
DB00125,D024361
DB00125,D000599
DB00125,D000602
DB00125,D001120
DB00125,A000581
DB00125,A000582
DB00125,A000583
DB00125,D019587
DB00125,A000584
DB00125,A000585
DB00125,A000586
DB00125,A000587
DB00126,D000144
DB00126,A000588
DB00126,D000975
DB00126,D001685
DB00126,D002241
DB00126,D020313
DB00126,D000066888
DB00126,D005502
DB00126,A000589
DB00126,A000590
DB00126,D006133
DB00126,A000591
DB00126,D006880
DB00126,D018977
DB00126,A000592
DB00126,A000593
DB00126,D010829
DB00126,D020011
DB00126,A000594
DB00126,D013400
DB00126,A000595
DB00126,D001205
DB00126,D014815
DB00127,D000588
DB00127,D001679
DB00127,D015317
DB00127,D019587
DB00127,A000596
DB00127,D011073
DB00127,A000597
DB00128,D000596
DB00128,D024342
DB00128,D000600
DB00128,D000602
DB00128,D019587
DB00128,D018846
DB00128,A000598
DB00128,A000599
DB00129,A000600
DB00129,D000596
DB00129,D024361
DB00129,D000599
DB00129,D000602
DB00129,A000601
DB00129,D019587
DB00129,A000602
DB00129,A000603
DB00129,D009842
DB00129,D010455
DB00129,A000604
DB00130,A000605
DB00130,D000596
DB00130,A000606
DB00130,D024361
DB00130,D000599
DB00130,D021542
DB00130,D000602
DB00130,D019587
DB00130,D005973
DB00130,A000607
DB00130,A000608
DB00131,D000227
DB00131,D019587
DB00131,D000072471
DB00131,D009706
DB00131,D009711
DB00131,D011685
DB00131,D011687
DB00131,D012265
DB00131,A000609
DB00132,D004041
DB00132,D004042
DB00132,D019587
DB00132,D005223
DB00132,D005227
DB00132,D005228
DB00132,D015525
DB00132,D005231
DB00132,D008042
DB00132,D008055
DB00132,A000610
DB00133,D000596
DB00133,D021542
DB00133,D000602
DB00133,D019587
DB00133,A000611
DB00133,A000612
DB00134,D000596
DB00134,D000601
DB00134,D021542
DB00134,D000602
DB00134,D000603
DB00134,D000931
DB00134,D019587
DB00134,A000613
DB00134,D013457
DB00134,A000614
DB00135,D000596
DB00135,D024322
DB00135,D000598
DB00135,D000602
DB00135,D019587
DB00135,A000615
DB00135,A000616
DB00136,A000617
DB00136,A000618
DB00136,A000619
DB00136,D050071
DB00136,D000077264
DB00136,D002776
DB00136,D002782
DB00136,D065701
DB00136,A000620
DB00136,A000621
DB00136,A000622
DB00136,D065693
DB00136,A000623
DB00136,D000066888
DB00136,D005502
DB00136,D000072473
DB00136,D006133
DB00136,D008055
DB00136,D008563
DB00136,D049990
DB00136,D018977
DB00136,A000624
DB00136,D010829
DB00136,D012632
DB00136,D013256
DB00136,D013261
DB00136,D004100
DB00136,D014815
DB00136,A000625
DB00137,D000475
DB00137,D001685
DB00137,D002338
DB00137,D003510
DB00137,D053138
DB00137,D003516
DB00137,D019587
DB00137,D006839
DB00137,D010860
DB00137,D011090
DB00137,A000626
DB00137,D013729
DB00137,D024341
DB00138,D000596
DB00138,D000599
DB00138,D000600
DB00138,D000602
DB00138,D000603
DB00138,D000838
DB00138,D003545
DB00138,D019587
DB00138,D004220
DB00138,D004573
DB00138,D006862
DB00138,D007477
DB00138,D013440
DB00138,D013457
DB00138,A000627
DB00139,D000144
DB00139,D003998
DB00139,D019587
DB00139,A000628
DB00139,D013386
DB00139,A000629
DB00140,A000630
DB00140,D001685
DB00140,D003067
DB00140,D003879
DB00140,D045762
DB00140,D005415
DB00140,D000072471
DB00140,D018977
DB00140,A000631
DB00140,A000632
DB00140,D017319
DB00140,D010860
DB00140,D011621
DB00140,D011838
DB00140,A000633
DB00140,D014803
DB00140,D014815
DB00141,D000606
DB00141,D002241
DB00141,D019587
DB00141,D006595
DB00141,A000634
DB00142,A000635
DB00142,A000636
DB00142,D000596
DB00142,D024342
DB00142,D000600
DB00142,D000602
DB00142,D019587
DB00142,A000637
DB00142,D018846
DB00142,A000638
DB00142,D005765
DB00142,D005971
DB00142,A000639
DB00142,A000640
DB00143,D000602
DB00143,D000931
DB00143,D019587
DB00143,A000641
DB00143,D009842
DB00143,D010455
DB00143,A000642
DB00144,D019587
DB00144,D005994
DB00144,D020404
DB00144,D008055
DB00144,D008563
DB00144,D010712
DB00144,D010718
DB00144,D010743
DB00144,A000643
DB00145,D000596
DB00145,D000602
DB00145,A000644
DB00145,A000645
DB00145,D019587
DB00145,D018684
DB00145,A000646
DB00145,D018377
DB00145,A000647
DB00145,A000648
DB00146,A000649
DB00146,A000650
DB00146,D050071
DB00146,A000651
DB00146,D002776
DB00146,D002782
DB00146,D000066888
DB00146,D005502
DB00146,D000072473
DB00146,D008055
DB00146,D008563
DB00146,D018977
DB00146,D010829
DB00146,D012632
DB00146,D013256
DB00146,D013261
DB00146,A000652
DB00146,D004100
DB00146,D014815
DB00146,A000653
DB00147,D019587
DB00147,D018977
DB00147,D010847
DB00147,D011725
DB00147,A000654
DB00147,D014803
DB00147,D014815
DB00148,D000578
DB00148,D000596
DB00148,D000602
DB00148,D019587
DB00148,D006146
DB00148,A000655
DB00149,D000596
DB00149,D000597
DB00149,D000601
DB00149,D000602
DB00149,D019587
DB00149,A000656
DB00149,A000657
DB00150,D000596
DB00150,D024322
DB00150,D000598
DB00150,D000601
DB00150,D000602
DB00150,D000928
DB00150,D018687
DB00150,D002491
DB00150,D002492
DB00150,D019587
DB00150,A000658
DB00150,D009420
DB00150,A000659
DB00150,A000660
DB00150,D011619
DB00150,D020230
DB00150,A000661
DB00151,D000596
DB00151,D021542
DB00151,D000602
DB00151,D000603
DB00151,A000662
DB00151,D003545
DB00151,D019587
DB00151,D018529
DB00151,A000663
DB00151,D013438
DB00151,D013457
DB00151,A000664
DB00152,A000665
DB00152,D000066888
DB00152,D005502
DB00152,D006133
DB00152,D018977
DB00152,A000666
DB00152,A000667
DB00152,D010829
DB00152,D011743
DB00152,D013457
DB00152,D013844
DB00152,D014803
DB00152,D014815
DB00153,A000668
DB00153,D050071
DB00153,D000077264
DB00153,D000066888
DB00153,D005502
DB00153,D000072473
DB00153,D006133
DB00153,D008055
DB00153,D018977
DB00153,D010829
DB00153,D012632
DB00153,D004100
DB00153,D014815
DB00153,A000669
DB00154,D019587
DB00154,D015777
DB00154,D005227
DB00154,D005231
DB00154,D008055
DB00154,A000670
DB00155,D000144
DB00155,D000596
DB00155,D000599
DB00155,D000602
DB00155,D003998
DB00155,D019587
DB00155,D006880
DB00155,A000671
DB00155,A000672
DB00155,D011506
DB00155,A000673
DB00156,D000596
DB00156,D000601
DB00156,D021542
DB00156,D000602
DB00156,D019587
DB00156,A000674
DB00156,A000675
DB00156,A000676
DB00157,D000227
DB00157,D003067
DB00157,D019587
DB00157,D045762
DB00157,D000072471
DB00157,D009706
DB00157,D009711
DB00157,D011685
DB00157,D011687
DB00157,D012265
DB00157,A000677
DB00158,A000678
DB00158,D012898
DB00158,A000679
DB00158,D001685
DB00158,A000680
DB00158,D000066888
DB00158,D019587
DB00158,A000681
DB00158,A000682
DB00158,D005502
DB00158,D006133
DB00158,D006397
DB00158,D006401
DB00158,D000072471
DB00158,D018977
DB00158,A000683
DB00158,D011621
DB00158,D011622
DB00158,A000684
DB00158,D014803
DB00158,A000685
DB00158,D014815
DB00159,A000686
DB00159,A000687
DB00159,D000893
DB00159,D000894
DB00159,A000688
DB00159,D004041
DB00159,D004042
DB00159,D019587
DB00159,D015777
DB00159,D005223
DB00159,D005227
DB00159,D015525
DB00159,D005231
DB00159,D005395
DB00159,D000960
DB00159,D008055
DB00159,A000689
DB00159,A000690
DB00159,D009821
DB00159,A000691
DB00160,D000409
DB00160,D000596
DB00160,D000602
DB00160,D019587
DB00160,A000692
DB00160,A000693
DB00161,D000596
DB00161,D000597
DB00161,D000601
DB00161,D000602
DB00161,D019587
DB00161,A000694
DB00161,A000695
DB00162,D000276
DB00162,A000696
DB00162,D000475
DB00162,A000697
DB00162,A000698
DB00162,D016588
DB00162,D000975
DB00162,D001685
DB00162,D002338
DB00162,D020313
DB00162,D003510
DB00162,D053138
DB00162,D003516
DB00162,D003879
DB00162,A000699
DB00162,D000066888
DB00162,D004224
DB00162,D004952
DB00162,D005502
DB00162,D006133
DB00162,D007155
DB00162,D018977
DB00162,A000700
DB00162,A000701
DB00162,D010829
DB00162,D010860
DB00162,D011090
DB00162,D020011
DB00162,D012176
DB00162,A000702
DB00162,A000703
DB00162,D013729
DB00162,A000704
DB00162,D014801
DB00162,D014815
DB00162,A000705
DB00163,D000975
DB00163,A000706
DB00163,D001578
DB00163,D001685
DB00163,D020313
DB00163,D065701
DB00163,A000707
DB00163,A000708
DB00163,A000709
DB00163,D065693
DB00163,A000710
DB00163,D000066888
DB00163,D019587
DB00163,D005502
DB00163,D006133
DB00163,D000072471
DB00163,D018977
DB00163,D010829
DB00163,D020011
DB00163,D011714
DB00163,A000711
DB00163,D014810
DB00163,A000712
DB00163,D014815
DB00163,A000713
DB00165,A000714
DB00165,A000715
DB00165,A000716
DB00165,A000717
DB00165,D000066888
DB00165,D000995
DB00165,A000718
DB00165,D005502
DB00165,D018977
DB00165,D010847
DB00165,D011725
DB00165,D014803
DB00165,D014815
DB00166,A000719
DB00166,D000975
DB00166,D001685
DB00166,D003067
DB00166,D020313
DB00166,D019587
DB00166,D045762
DB00166,D005227
DB00166,A000720
DB00166,D008055
DB00166,D018977
DB00166,D020011
DB00166,D013457
DB00166,A000721
DB00166,D013876
DB00166,A000722
DB00166,D014803
DB00166,D014815
DB00167,D000596
DB00167,D000597
DB00167,D000601
DB00167,D000602
DB00167,D019587
DB00167,A000723
DB00167,A000724
DB00168,D000602
DB00168,D020313
DB00168,D000066888
DB00168,D019587
DB00168,D004151
DB00168,D005421
DB00168,D005502
DB00168,D005503
DB00168,D000074385
DB00168,A000725
DB00168,A000726
DB00168,D009842
DB00168,D010455
DB00168,D010829
DB00168,A000727
DB00168,D013549
DB00169,A000728
DB00169,D050071
DB00169,D000077264
DB00169,A000729
DB00169,D002776
DB00169,D002782
DB00169,D065687
DB00169,A000730
DB00169,D065690
DB00169,A000731
DB00169,A000732
DB00169,A000733
DB00169,D065607
DB00169,A000734
DB00169,D000066888
DB00169,A000735
DB00169,A000736
DB00169,D005502
DB00169,D000072473
DB00169,D006133
DB00169,D008055
DB00169,D008563
DB00169,D018977
DB00169,A000737
DB00169,D010829
DB00169,D012632
DB00169,D013256
DB00169,D013261
DB00169,D004100
DB00169,D014815
DB00169,A000738
DB00170,D000933
DB00170,A000739
DB00170,D003029
DB00170,D065694
DB00170,A000740
DB00170,D065609
DB00170,A000741
DB00170,A000742
DB00170,A000743
DB00170,D065686
DB00170,A000744
DB00170,D065689
DB00170,A000745
DB00170,D065687
DB00170,A000746
DB00170,D065688
DB00170,A000747
DB00170,D065690
DB00170,A000748
DB00170,D065691
DB00170,A000749
DB00170,D065692
DB00170,A000750
DB00170,A000751
DB00170,A000752
DB00170,D065693
DB00170,D065607
DB00170,D000066888
DB00170,D019587
DB00170,D004224
DB00170,D050299
DB00170,D005502
DB00170,D006401
DB00170,D006490
DB00170,D018977
DB00170,D009281
DB00170,D009285
DB00170,D010829
DB00170,D010836
DB00170,D011809
DB00170,A000753
DB00170,D013729
DB00170,D014812
DB00170,D014815
DB00170,A000754
DB00171,D000227
DB00171,D000255
DB00171,D019587
DB00171,D000072471
DB00171,D009706
DB00171,D009711
DB00171,D011685
DB00171,D011687
DB00171,D012265
DB00171,A000755
DB00172,D000596
DB00172,D000598
DB00172,D000602
DB00172,D019587
DB00172,D007098
DB00172,A000756
DB00172,A000757
DB00173,D019587
DB00173,D000072471
DB00173,D011687
DB00173,A000758
DB00173,A000759
DB00174,D000596
DB00174,D024361
DB00174,D000599
DB00174,D021542
DB00174,D000602
DB00174,D019587
DB00174,A000760
DB00174,A000761
DB00175,A000762
DB00175,D000924
DB00175,A000763
DB00175,A000764
DB00175,A000765
DB00175,A000766
DB00175,D004791
DB00175,D019161
DB00175,D000960
DB00175,A000767
DB00175,A000768
DB00175,A000769
DB00175,D057847
DB00175,D009676
DB00175,A000770
DB00175,A000771
DB00175,A000772
DB00175,A000773
DB00175,A000774
DB00175,A000775
DB00175,A000776
DB00175,D017319
DB00175,D004786
DB00176,D000588
DB00176,D014151
DB00176,D000928
DB00176,A000777
DB00176,D018687
DB00176,A000778
DB00176,D002491
DB00176,D002492
DB00176,D065609
DB00176,A000779
DB00176,A000780
DB00176,D065686
DB00176,A000781
DB00176,D065689
DB00176,A000782
DB00176,D065688
DB00176,A000783
DB00176,D065690
DB00176,A000784
DB00176,A000785
DB00176,D065692
DB00176,A000786
DB00176,A000787
DB00176,A000788
DB00176,A000789
DB00176,A000790
DB00176,D065607
DB00176,A000791
DB00176,A000792
DB00176,D004791
DB00176,D006898
DB00176,A000793
DB00176,D049990
DB00176,D009420
DB00176,D018377
DB00176,D014179
DB00176,D010091
DB00176,A000794
DB00176,A000795
DB00176,D011619
DB00176,D017367
DB00176,D020230
DB00176,D018490
DB00176,A000796
DB00176,D014149
DB00177,A000797
DB00177,A000798
DB00177,A000799
DB00177,A000800
DB00177,A000801
DB00177,A000802
DB00177,D057911
DB00177,A000803
DB00177,A000804
DB00177,A000805
DB00177,D047228
DB00177,D057912
DB00177,D000959
DB00177,A000806
DB00177,D002317
DB00177,D065688
DB00177,A000807
DB00177,A000808
DB00177,D065607
DB00177,A000809
DB00177,A000810
DB00177,A000811
DB00177,A000812
DB00177,A000813
DB00178,A000814
DB00178,A000815
DB00178,A000816
DB00178,A000817
DB00178,A000818
DB00178,D000806
DB00178,D000959
DB00178,A000819
DB00178,D002317
DB00178,D002800
DB00178,A000820
DB00178,D004791
DB00178,D000072471
DB00178,A000821
DB00178,A000822
DB00178,D017319
DB00178,D011480
DB00179,D000700
DB00179,D018712
DB00179,D000893
DB00179,D000970
DB00179,A000823
DB00179,D000975
DB00179,D001555
DB00179,D001593
DB00179,D001685
DB00179,D002396
DB00179,D020313
DB00179,D016861
DB00179,D004791
DB00179,D017705
DB00179,D016859
DB00179,D018373
DB00179,D010636
DB00179,D020011
DB00179,D018689
DB00180,D000305
DB00180,A000824
DB00180,A000825
DB00180,D018927
DB00180,D000893
DB00180,A000826
DB00180,A000827
DB00180,D065701
DB00180,A000828
DB00180,A000829
DB00180,A000830
DB00180,D065693
DB00180,A000831
DB00180,A000832
DB00180,D000072473
