drug,reference
DB08610,A1991
DB08611,A1991
DB08612,A1991
DB08613,A1991
DB08614,A1991
DB08615,A1991
DB08617,A1991
DB08618,A1991
DB08619,A1991
DB08620,A1991
DB08621,A1991
DB08622,A1991
DB08623,A1991
DB08624,A1991
DB08624,A19997
DB08626,A9
DB08627,A1991
DB08628,A1991
DB08629,A1991
DB08631,A1991
DB08632,A1991
DB08633,A1991
DB08634,A1991
DB08635,A1991
DB08636,A1991
DB08637,A1991
DB08638,A1991
DB08639,A1991
DB08640,A1991
DB08641,A1991
DB08642,A1991
DB08643,A1991
DB08644,A1991
DB08645,A1991
DB08646,A1991
DB08647,A1991
DB08648,A1991
DB08649,A1991
DB08651,A1991
DB08652,A1991
DB08653,A1991
DB08654,A1991
DB08655,A1991
DB08656,A1991
DB08657,A1991
DB08658,A1991
DB08659,A1991
DB08660,A1991
DB08661,A1991
DB08662,A1991
DB08663,A1991
DB08664,A1991
DB08665,A1991
DB08666,A1991
DB08667,A1991
DB08668,A1991
DB08669,A1991
DB08670,A1991
DB08671,A1991
DB08672,A1991
DB08673,A1991
DB08674,A1991
DB08675,A1991
DB08676,A1991
DB08677,A1991
DB08678,A1991
DB08680,A1991
DB08681,A1991
DB08682,A1991
DB08683,A1991
DB08684,A1991
DB08685,A1991
DB08686,A1991
DB08687,A1991
DB08688,A1991
DB08689,A1991
DB08690,A1991
DB08691,A1991
DB08692,A1991
DB08693,A1991
DB08694,A1991
DB08695,A1991
DB08697,A1991
DB08698,A1991
DB08699,A1991
DB08701,A1991
DB08702,A1991
DB08703,A1991
DB08704,A1991
DB08705,A1991
DB08706,A1991
DB08707,A1991
DB08708,A1991
DB08709,A1991
DB08710,A1991
DB08711,A1991
DB08712,A1991
DB08713,A1991
DB08714,A1991
DB08715,A1991
DB08717,A1991
DB08718,A1991
DB08719,A1991
DB08720,A1991
DB08721,A1991
DB08722,A1991
DB08723,A1991
DB08724,A1991
DB08725,A1991
DB08726,A1991
DB08727,A1991
DB08728,A1991
DB08729,A1991
DB08730,A1991
DB08731,A1991
DB08732,A1991
DB08733,A1991
DB08734,A1991
DB08737,A1991
DB08738,A1991
DB08739,A1991
DB08740,A1991
DB08741,A1991
DB08742,A1991
DB08743,A1991
DB08744,A1991
DB08745,A1991
DB08746,A1991
DB08747,A1991
DB08748,A1991
DB08749,A1991
DB08750,A1991
DB08751,A1991
DB08752,A1991
DB08753,A1991
DB08754,A1991
DB08755,A1991
DB08756,A1991
DB08757,A1991
DB08758,A1991
DB08759,A1991
DB08760,A1991
DB08761,A1991
DB08762,A1991
DB08763,A1991
DB08765,A1991
DB08766,A1991
DB08767,A1991
DB08768,A1991
DB08770,A1991
DB08771,A1991
DB08772,A1991
DB08773,A1991
DB08774,A1991
DB08775,A1991
DB08776,A1991
DB08777,A1991
DB08778,A1991
DB08779,A1991
DB08780,A1991
DB08781,A1991
DB08782,A1991
DB08783,A1991
DB08784,A1991
DB08785,A1991
DB08786,A1991
DB08787,A1991
DB08788,A1991
DB08789,A1991
DB08790,A1991
DB08791,A1991
DB08795,A16688
DB08798,A15757
DB08799,A16768
DB08800,A16769
DB08801,A16772
DB08801,A16771
DB08801,A247735
DB08801,A247740
DB08801,A247745
DB08801,A247200
DB08801,A247750
DB08801,A247755
DB08801,A247760
DB08801,A247765
DB08801,A247770
DB08801,A247775
DB08801,A247640
DB08802,A7176
DB08804,A16773
DB08804,A231729
DB08804,A231734
DB08804,A231739
DB08804,A231744
DB08805,A16774
DB08806,A16785
DB08807,A9
DB08807,A5986
DB08807,A5987
DB08807,A5988
DB08807,A5989
DB08807,A5990
DB08807,A10994
DB08807,A10995
DB08807,A10996
DB08807,A10997
DB08807,A12222
DB08807,A12223
DB08807,A12224
DB08807,A12225
DB08807,A12226
DB08807,A12227
DB08807,A12228
DB08807,A12229
DB08807,A12230
DB08807,A12231
DB08808,A16789
DB08808,A16790
DB08808,A16791
DB08809,A17083
DB08809,A19862
DB08810,A7179
DB08810,A17167
DB08811,A7180
DB08813,A7188
DB08813,A7073
DB08813,A12420
DB08813,A17301
DB08813,A17299
DB08813,A17300
DB08814,A7336
DB08814,A17414
DB08814,A17415
DB08814,A17416
DB08814,A17417
DB08814,A17418
DB08814,A17419
DB08814,A7340
DB08814,A17420
DB08815,A7346
DB08815,A7347
DB08816,A39473
DB08816,A248260
DB08818,A230363
DB08818,A230368
DB08818,A230373
DB08818,A230128
DB08818,A230398
DB08818,A230403
DB08818,A230408
DB08818,A230413
DB08818,A230418
DB08818,A230423
DB08818,A230428
DB08818,A18307
DB08818,A230433
DB08818,A18308
DB08818,A18309
DB08818,A230438
DB08818,A18310
DB08818,A18311
DB08818,A230448
DB08818,A18312
DB08818,A230453
DB08818,A18313
DB08818,A18314
DB08818,A18315
DB08818,A18316
DB08818,A18317
DB08818,A18318
DB08818,A18319
DB08818,A18320
DB08818,L32258
DB08818,A18321
DB08818,A230603
DB08819,A7350
DB08820,A17564
DB08820,A179674
DB08820,L6979
DB08822,A9
DB08822,A17873
DB08822,A7354
DB08822,A232863
DB08822,L32918
DB08826,L10680
DB08828,A7370
DB08834,A249065
DB08834,A249090
DB08835,A20228
DB08836,A14593
DB08837,A18105
DB08837,A18106
DB08837,A18107
DB08837,A18108
DB08837,A18109
DB08837,A20252
DB08838,A7392
DB08838,A18003
DB08838,A18004
DB08838,A18005
DB08838,A18006
DB08838,A18007
DB08839,A19974
DB08839,A18282
DB08839,A20047
DB08839,A20275
DB08844,A1713
DB08844,A1715
DB08845,A1713
DB08845,A1715
DB08846,A18050
DB08846,A18051
DB08846,A18052
DB08846,A1991
DB08846,A18053
DB08846,A18054
DB08848,A18073
DB08848,A7411
DB08848,A13500
DB08848,A18076
DB08855,A19803
DB08855,A19804
DB08855,A19805
DB08855,A19817
DB08855,A19933
DB08860,A7412
DB08860,A182015
DB08860,F4667
DB08860,A181559
DB08860,A181424
DB08862,A32103
DB08862,L1640
DB08864,A7414
DB08864,A3644
DB08864,L1032
DB08864,L7069
DB08864,A17927
DB08865,A7419
DB08865,L42460
DB08865,A1991
DB08867,A7426
DB08868,A17921
DB08868,A17922
DB08868,L12651
DB08868,A38022
DB08868,A20231
DB08868,A192816
DB08868,A192819
DB08869,A7430
DB08870,A7437
DB08870,A247090
DB08870,L1745
DB08871,A3006
DB08871,A14146
DB08873,A17928
DB08874,A17932
DB08874,A190486
DB08874,A7444
DB08875,A17930
DB08875,A17931
DB08876,A17933
DB08876,A17934
DB08877,A7449
DB08877,A7450
DB08877,A229703
DB08879,A251520
DB08879,L42630
DB08880,A17940
DB08880,A17941
DB08881,A7458
DB08882,A7459
DB08882,A7644
DB08882,A238994
DB08883,A7460
DB08885,A17944
DB08888,A17947
DB08889,A7466
DB08889,A7467
DB08890,A7468
DB08891,A4234
DB08891,A9
DB08891,A4235
DB08891,A4236
DB08891,A4237
DB08891,A4238
DB08891,A4239
DB08891,A4240
DB08891,A4241
DB08891,A13947
DB08891,A13948
DB08891,A13949
DB08891,A13950
DB08891,A13951
DB08892,A4234
DB08892,A9
DB08892,A4235
DB08892,A4236
DB08892,A4237
DB08892,A4238
DB08892,A4239
DB08892,A4240
DB08892,A4241
DB08892,A13947
DB08892,A13948
DB08892,A13949
DB08892,A13950
DB08892,A13951
DB08893,A7469
DB08893,L32853
DB08894,A7472
DB08895,A1991
DB08899,L43227
DB08900,A7479
DB08901,A17962
DB08901,A17963
DB08901,A17964
DB08901,A17965
DB08901,A17966
DB08901,A17967
DB08901,A17968
DB08901,A17969
DB08903,A17970
DB08904,A7485
DB08904,A176585
DB08906,F4361
DB08906,F4364
DB08906,A16608
DB08907,A7491
DB08907,F4316
DB08907,F4313
DB08908,A17983
DB08908,A20261
DB08910,A7494
DB08910,A17979
DB08910,A17980
DB08910,A7493
DB08910,A17981
DB08911,A7496
DB08912,A7497
DB08912,L41955
DB08912,F52
DB08915,A17988
DB08915,A1991
DB08916,A238944
DB08916,A238949
DB08922,A19678
DB08922,A19681
DB08922,A19679
DB08927,A7505
DB08930,A7517
DB08930,A18129
DB08930,A18130
DB08930,A18131
DB08930,A7521
DB08930,A18132
DB08931,A7524
DB08931,A7526
DB08932,A7529
DB08932,A242402
DB08932,A242397
DB08932,L35890
DB08933,A18135
DB08934,A19628
DB08935,A18138
DB08935,A247150
DB08935,A247090
DB08936,A7536
DB08949,A5287
DB08949,A5285
DB08949,A11339
DB08950,A20272
DB08950,A20273
DB08951,A247295
DB08954,A18323
DB08954,A220118
DB08954,A220128
DB08954,A220133
DB08954,A220153
DB08960,A33336
DB08960,A6346
DB08964,A19730
DB08964,A19731
DB08995,A19890
DB08995,A233070
DB08995,A233085
DB08996,A18325
DB09006,A19851
DB09013,A19836
DB09014,A18324
DB09016,A10752
DB09016,A18327
DB09016,A4334
DB09017,A198957
DB09017,A198975
DB09018,A18326
DB09019,A233345
DB09019,A233350
DB09019,A233355
DB09019,A233365
DB09019,A233370
DB09020,A233395
DB09020,A233400
DB09020,A233405
DB09026,A18377
DB09026,A18378
DB09026,A18379
DB09026,A18380
DB09026,A2813
DB09026,A39722
DB09026,L13994
DB09028,A7588
DB09028,A7589
DB09028,A20133
DB09029,A249840
DB09029,A249835
DB09029,L39600
DB09030,A18329
DB09031,A19828
DB09033,A7608
DB09034,A7611
DB09035,A7616
DB09035,A247090
DB09036,A18330
DB09037,A18331
DB09037,A247090
DB09037,L38934
DB09038,A18332
DB09038,L13386
DB09039,A7634
DB09039,L41404
DB09040,A7635
DB09041,A7636
DB09042,A199077
DB09042,A199080
DB09042,A199083
DB09042,L11232
DB09043,A7643
DB09043,A238959
DB09043,A238964
DB09043,A7644
DB09043,A238994
DB09043,A249375
DB09045,A7645
DB09045,A247550
DB09045,A7644
DB09045,A247555
DB09045,A238959
DB09045,A247560
DB09045,A238994
DB09045,A247565
DB09045,A238964
DB09045,A247570
DB09045,A247575
DB09045,L30380
DB09046,A7650
DB09047,A7651
DB09048,A7652
DB09049,A7653
DB09050,A7656
DB09050,A179440
DB09050,L6667
DB09052,A7659
DB09052,A247150
DB09052,L44311
DB09053,A7662
DB09053,A239714
DB09053,A247820
DB09053,A247825
DB09053,A239704
DB09053,A247190
DB09053,A247675
DB09059,A32685
DB09059,A32695
DB09059,A32694
DB09059,A31418
DB09059,A247900
DB09059,A247905
DB09059,L2469
DB09060,A7672
DB09060,A7674
DB09061,A32469
DB09061,A31554
DB09061,A31555
DB09061,A33358
DB09061,A33359
DB09061,A33355
DB09061,A33353
DB09061,A33354
DB09061,A33357
DB09061,A31559
DB09061,A31560
DB09061,A32976
DB09061,A33360
DB09061,A33349
DB09061,A33356
DB09061,A185315
DB09061,A185354
DB09063,A7677
DB09063,A7678
DB09064,A19810
DB09065,A7681
DB09065,A37162
DB09065,A34775
DB09065,L2953
DB09065,L3432
DB09066,A32516
DB09066,A32518
DB09068,A7684
DB09068,A33304
DB09069,A233200
DB09069,A233205
DB09069,A7688
DB09069,A233180
DB09069,A233210
DB09069,A233215
DB09070,A18543
DB09071,A7693
DB09072,A19403
DB09072,A251415
DB09072,L30598
DB09072,A187328
DB09073,A7698
DB09073,A176798
DB09074,A18363
DB09074,A245980
DB09074,A245985
DB09075,A7708
DB09076,A7719
DB09077,A7722
DB09078,A7724
DB09079,A7729
DB09079,A185123
DB09079,L8453
DB09080,A7732
DB09083,L2909
DB09085,A18545
DB09085,A18544
DB09085,A183515
DB09085,A18546
DB09086,A19865
DB09086,A20131
DB09086,A20164
DB09088,A32278
DB09088,A183515
DB09089,A19688
DB09089,A19689
DB09089,A19690
DB09089,A19691
DB09089,A33369
DB09090,A19705
DB09090,A19698
DB09091,A31449
DB09092,A31450
DB09092,A31454
DB09093,A11214
DB09093,A11215
DB09093,A11203
DB09093,A11216
DB09093,A16765
DB09093,A249780
DB09093,A249785
DB09093,A249790
DB09093,A249795
DB09093,A18346
DB09095,A31458
DB09096,A233994
DB09096,A233999
DB09096,A234004
DB09096,A234009
DB09096,A234029
DB09097,A19684
DB09099,A20384
DB09100,A190801
DB09102,A18396
DB09103,A31489
DB09103,T59
DB09103,L1090
DB09105,A18410
DB09105,L32429
DB09109,A31504
DB09109,A31507
DB09109,L1105
DB09109,L1108
DB09112,A19440
DB09116,L1114
DB09118,A19743
DB09118,L42500
DB09118,A19741
DB09119,A18404
DB09120,A19722
DB09120,A19723
DB09121,L1925
DB09122,A227983
DB09122,A227998
DB09122,A228048
DB09122,A232875
DB09122,A232880
DB09122,L32930
DB09123,A16570
DB09124,T77
DB09128,A18390
DB09128,A18391
DB09129,L431
DB09130,A19518
DB09130,A19524
DB09130,A19852
DB09130,A116797
DB09130,A19525
DB09130,A19832
DB09130,A19833
DB09130,A20169
DB09130,A19984
DB09130,A19998
DB09130,A20007
DB09130,A20008
DB09130,A20009
DB09130,A20010
DB09130,A20011
DB09130,A20012
DB09130,A20013
DB09130,A20015
DB09130,A20054
DB09130,A20143
DB09130,A20144
DB09130,A20161
DB09130,A20177
DB09130,A20184
DB09130,A20190
DB09130,A20199
DB09130,A20200
DB09130,A20202
DB09130,A20203
DB09130,A20204
DB09130,A20205
DB09130,A20206
DB09130,A20207
DB09130,A20208
DB09130,A20209
DB09130,A20230
DB09131,A19854
DB09131,A20023
DB09140,A19118
DB09140,A19119
DB09140,A19112
DB09140,A19114
DB09141,F3562
DB09143,A7786
DB09147,A31979
DB09149,A18532
DB09151,A18518
DB09165,A19590
DB09166,A198957
DB09166,A198975
DB09166,A19775
DB09167,A19755
DB09167,A6584
DB09167,A19758
DB09167,A33225
DB09173,A182060
DB09173,L7811
DB09183,A18446
DB09183,A7795
DB09183,A7794
DB09185,A19788
DB09185,A247645
DB09185,L41685
DB09185,A247985
DB09185,A247990
DB09186,A19975
DB09194,A4909
DB09195,A31635
DB09198,A19749
DB09201,A19861
DB09201,A247895
DB09202,A7826
DB09202,A7827
DB09203,A20130
DB09204,T87
DB09205,A31640
DB09207,A7833
DB09208,L42425
DB09209,L1266
DB09211,A19717
DB09212,A27797
DB09213,A19257
DB09213,A17953
DB09213,A17954
DB09213,A1656
DB09213,A17985
DB09213,A20157
DB09213,A15306
DB09213,A39196
DB09214,L1305
DB09215,A31527
DB09216,A31842
DB09216,A31843
DB09216,A31824
DB09217,A18385
DB09220,A12436
DB09221,L1308
DB09223,A31487
DB09225,T109
DB09225,A33299
DB09227,A31569
DB09227,A19705
DB09227,A31570
DB09227,L1131
DB09227,A249435
DB09228,A18552
DB09228,A18554
DB09228,A18555
DB09228,A18556
DB09228,A18551
DB09229,L1342
DB09229,A31898
DB09229,A249435
DB09231,A31950
DB09231,L1385
DB09232,A32002
DB09235,A7844
DB09235,A249800
DB09235,A249565
DB09235,A249435
DB09236,A31543
DB09237,A175396
DB09237,A188943
DB09237,L10833
DB09237,A188877
DB09238,A20295
DB09238,A249800
DB09238,A249435
DB09239,A20273
DB09241,A192657
DB09241,A192660
DB09241,A192669
DB09241,A192672
DB09241,A192663
DB09241,A192666
DB09242,A19801
DB09242,A27148
DB09242,A27149
DB09242,A18386
DB09244,A31953
DB09244,L1397
DB09245,L1389
DB09257,L933
DB09262,A19794
DB09263,A18387
DB09263,A7872
DB09265,A7644
DB09265,A238959
DB09265,A238994
DB09265,A238964
DB09270,A31416
DB09272,A7880
DB09272,A7878
DB09273,A31642
DB09273,A31646
DB09274,A18389
DB09275,A18784
DB09279,A20319
DB09280,A18395
DB09282,A31937
DB09283,A19763
DB09283,A19765
DB09285,L1496
DB09285,L1497
DB09286,A13000
DB09288,L1519
DB09289,A33314
DB09289,A33316
DB09289,L2945
DB09289,A33315
DB09289,F134
DB09289,A33317
DB09289,A33318
DB09289,L2943
DB09289,A33319
DB09290,A19920
DB09291,A7899
DB09295,L1405
DB09296,A18453
DB09297,A18451
DB09299,A178330
DB09299,A18473
DB09300,A7905
DB09301,A19921
DB09301,A19977
DB09302,A7908
DB09304,A19793
DB09304,A19791
DB09319,A16815
DB09319,A31571
DB09319,A31572
DB09324,A18559
DB09324,A18560
DB09325,A181694
DB09325,A181670
DB09327,A32074
DB09327,L1557
DB09329,A31287
DB09329,A32069
DB09329,L1541
DB09329,F1688
DB09330,A7929
DB09330,A238949
DB09331,A7937
DB09332,L1561
DB09333,A32085
DB09333,A32086
DB09336,T126
DB09338,L1583
DB09342,A183515
DB09342,L1588
DB09345,A183515
DB09345,L415
DB09348,L1718
DB09348,L1719
DB09363,A1713
DB09363,A1715
DB09363,A4758
DB09363,A4759
DB09363,A9
DB09369,A31619
DB09371,A20134
DB09371,A20135
DB09371,A20141
DB09371,A20240
DB09389,A15417
DB09389,A15418
DB09389,A4545
DB09401,A36873
DB09401,A12835
DB09401,A234694
DB09401,L12531
DB09401,L33969
DB09418,A32611
DB09418,L2370
DB09422,A19591
DB09456,A231659
DB09456,A174883
DB09456,A231649
DB09456,A231654
DB09460,A1713
DB09460,L524
DB09460,L525
DB09460,L526
DB09460,L527
DB09460,L528
DB09462,L524
DB09462,L604
DB09462,A1713
DB09462,A1715
DB09462,A1991
DB09462,L14009
DB09462,A203165
DB09472,L525
DB09472,L680
DB09472,L681
DB09472,L682
DB09477,A19857
DB09481,A19350
DB09517,L683
DB09526,A18499
DB09526,A247680
DB09532,A32273
DB09532,A32274
DB09535,A19966
DB09536,A20091
DB09539,A176708
DB09552,A19501
DB09559,A7945
DB09564,A231659
DB09564,A18562
DB09564,A174883
DB09568,A32629
DB10770,L2434
DB10770,L2423
DB10772,L2434
DB10989,L12759
DB10989,L12762
DB10989,L12765
DB11059,A33029
DB11064,A19926
DB11064,A19928
DB11065,L2512
DB11066,L2547
DB11071,L2480
DB11075,A32205
DB11077,L1798
DB11079,L1800
DB11081,A19884
DB11085,A20263
DB11087,A20155
DB11093,L812
DB11093,L813
DB11093,L814
DB11093,L815
DB11093,L816
DB11093,L817
DB11093,L818
DB11093,L819
DB11093,L820
DB11093,L821
DB11093,L822
DB11093,L823
DB11093,L824
DB11093,L825
DB11093,L826
DB11093,L827
DB11093,L828
DB11093,L829
DB11093,L830
DB11093,L831
DB11093,L832
DB11093,L833
DB11093,L834
DB11093,L835
DB11093,L836
DB11093,L837
DB11093,L838
DB11093,L839
DB11093,L840
DB11093,L841
DB11093,L846
DB11093,L847
DB11094,A20176
DB11094,A20277
DB11098,A32961
DB11098,T144
DB11113,A33043
DB11120,L551
DB11120,L552
DB11120,L553
DB11130,T136
DB11130,T137
DB11131,A32316
DB11132,A20091
DB11133,A19365
DB11133,A19366
DB11133,A19371
DB11133,A19372
DB11133,A19374
DB11136,A32359
DB11148,A32662
DB11148,A27147
DB11148,A32663
DB11148,A183521
DB11155,L2673
DB11155,L2685
DB11156,A20148
DB11156,A27279
DB11157,A32313
DB11157,L1935
DB11157,A32315
DB11160,A32705
DB11181,A32398
DB11185,L2666
DB11185,L2663
DB11185,L2664
DB11186,A32715
DB11186,A32714
DB11186,A32720
DB11186,A32722
DB11193,A27253
DB11195,A1713
DB11195,A1715
DB11200,L2705
DB11200,L2708
DB11200,F48
DB11201,A33093
DB11217,A27248
DB11217,A32942
DB11217,A247855
DB11217,A247860
DB11217,A247865
DB11219,A19926
DB11219,A19928
DB11219,A19966
DB11221,A20240
DB11235,A32772
DB11235,A32775
DB11251,A32445
DB11254,L2736
DB11263,A247295
DB11273,A32970
DB11274,A32985
DB11275,T195
DB11278,L2837
DB11294,A18887
DB11300,A32408
DB11300,A19983
DB11311,A19411
DB11311,L808
DB11311,L809
DB11312,L12831
DB11323,A32963
DB11324,A20046
DB11324,A32887
DB11324,A32883
DB11327,L2613
DB11328,L2044
DB11332,L2511
DB11332,L2507
DB11338,A33134
DB11345,A33086
DB11345,A33089
DB11345,A33087
DB11348,L812
DB11348,L813
DB11348,L814
DB11348,L815
DB11348,L816
DB11348,L817
DB11348,L818
DB11348,L819
DB11348,L820
DB11348,L821
DB11348,L822
DB11348,L823
DB11348,L824
DB11348,L825
DB11348,L826
DB11348,L827
DB11348,L828
DB11348,L829
DB11348,L830
DB11348,L831
DB11348,L832
DB11348,L833
DB11348,L834
DB11348,L835
DB11348,L836
DB11348,L837
DB11348,L838
DB11348,L839
DB11348,L840
DB11348,L841
DB11348,L846
DB11348,L847
DB11359,A19827
DB11362,A7951
DB11365,A19235
DB11365,A19231
DB11367,A7957
DB11386,A20119
DB11397,A20092
DB11397,A20132
DB11421,A1991
DB11425,A249330
DB11429,A19869
DB11429,A19870
DB11431,A33385
DB11431,L2971
DB11447,A20063
DB11477,A32545
DB11478,A19845
DB11478,A20240
DB11496,A20262
DB11541,A20232
DB11564,A231659
DB11564,A174883
DB11564,A231649
DB11564,A231654
DB11567,A231469
DB11567,A231659
DB11567,A174883
DB11567,A231649
DB11567,A231654
DB11568,A231659
DB11568,A174883
DB11568,A231649
DB11568,A231654
DB11571,A32408
DB11571,A193542
DB11572,A193539
DB11577,A251380
DB11580,A244460
DB11580,A244465
DB11580,L39690
DB11580,F2435
DB11581,A18415
DB11581,A18565
DB11581,A40022
DB11581,A239689
DB11581,A239694
DB11581,A239699
DB11581,A239704
DB11581,A239709
DB11582,A18423
DB11582,A18424
DB11582,A18426
DB11584,L2515
DB11586,A18434
DB11587,L2563
DB11587,F6
DB11588,A32745
DB11588,A240399
DB11590,L1690
DB11591,A18438
DB11595,A18492
DB11595,A18493
DB11595,A247090
DB11595,L7489
DB11596,A202772
DB11596,A9911
DB11596,A202775
DB11596,A202778
DB11596,A202781
DB11598,A18869
DB11601,A19539
DB11601,A19540
DB11603,A184721
DB11603,A184724
DB11605,A19609
DB11611,A18806
DB11614,A19779
DB11619,L1706
DB11623,A18682
DB11623,A18683
DB11626,A31954
DB11632,A32588
DB11632,A2
DB11632,L2341
DB11632,L2342
DB11632,L2343
DB11633,A32036
DB11635,L2371
DB11638,A20257
DB11638,A31595
DB11638,A31594
DB11638,A31564
DB11638,A20258
DB11638,A20259
DB11639,A31945
DB11639,A31962
DB11639,A31621
DB11639,A31622
DB11639,A31623
DB11639,A31624
DB11640,A33923
DB11640,A33863
DB11641,A32631
DB11641,A32632
DB11641,A32626
DB11642,A32025
DB11642,A191868
DB11642,A32023
DB11642,A183062
DB11644,A189711
DB11644,L11280
DB11652,A193548
DB11652,A193554
DB11652,L12945
DB11672,A19943
DB11672,A20124
DB11672,A20221
DB11672,A20249
DB11672,A15116
DB11674,A19909
DB11674,A19951
DB11674,A20240
DB11676,A191622
DB11676,A191769
DB11682,A254157
DB11682,A254167
DB11689,A193266
DB11689,A193269
DB11689,A193533
DB11689,L12852
DB11692,A38968
DB11693,A227693
DB11693,A227698
DB11693,L31228
DB11693,L31218
DB11697,L40754
DB11700,A224449
DB11700,L24429
DB11700,L24474
DB11703,A239714
DB11703,A249135
DB11703,A239704
DB11703,A247190
DB11703,A247675
DB11703,L10241
DB11712,A32090
DB11712,A32093
DB11712,A20298
DB11712,L1595
DB11712,L6814
DB11714,A19101
DB11714,A192798
DB11714,A192801
DB11714,A247090
DB11718,A34307
DB11718,A34310
DB11718,A34311
DB11718,F379
DB11718,A34334
DB11726,A33324
DB11730,A18824
DB11731,A19363
DB11731,A19364
DB11731,A19355
DB11731,A247090
DB11732,A187322
DB11732,L9338
DB11737,L357
DB11738,A19801
DB11739,L41695
DB11740,A32269
DB11751,L31188
DB11752,A199179
DB11752,A199209
DB11752,A199212
DB11752,A199215
DB11752,A199218
DB11752,A199221
DB11752,A199197
DB11753,A40003
DB11755,A32972
DB11755,A32974
DB11755,A32975
DB11757,A184064
DB11757,A184067
DB11758,A239564
DB11760,A39516
DB11761,L8558
DB11764,A247190
DB11764,A247675
DB11767,A27262
DB11767,A27269
DB11767,A27270
DB11767,A27271
DB11767,A27272
DB11767,L1000
DB11771,A218731
DB11771,A247090
DB11771,L43652
DB11791,L13347
DB11793,A253248
DB11793,L43277
DB11793,L43742
DB11793,L43747
DB11796,L14867
DB11800,A231344
DB11800,A231354
DB11800,L32524
DB11800,A231399
DB11800,A231404
DB11800,A231414
DB11800,A10488
DB11800,L32534
DB11800,L32549
DB11811,A14305
DB11817,A31382
DB11817,A31381
DB11817,A248400
DB11817,L41760
DB11820,A216956
DB11820,A216941
DB11820,L15361
DB11823,A175456
DB11823,F3811
DB11823,A175474
DB11823,A175489
DB11823,A175492
DB11823,A175495
DB11823,A175501
DB11827,A31581
DB11830,A3704
DB11830,A3705
DB11831,A19876
DB11831,A20186
DB11834,A20356
DB11837,L12123
DB11837,A191841
DB11840,A247950
DB11841,A247605
DB11841,A246963
DB11841,A247610
DB11841,A246968
DB11841,A247615
DB11841,A247620
DB11850,A244210
DB11850,A244215
DB11850,A244220
DB11850,L44488
DB11853,L27991
DB11855,A40029
DB11855,A40030
DB11855,A40031
DB11856,A241045
DB11856,A242292
DB11858,A19803
DB11858,A19804
DB11858,A19805
DB11858,A5113
DB11858,A19817
DB11859,F4108
DB11859,F4063
DB11859,F4072
DB11866,A177050
DB11866,L5924
DB11866,L5921
DB11866,F4325
DB11886,L34299
DB11901,A31852
DB11921,A18725
DB11921,L6706
DB11928,L39229
DB11936,A191877
DB11936,A191904
DB11936,L12144
DB11936,L12147
DB11937,A20122
DB11937,A20148
DB11938,A237595
DB11938,A237600
DB11938,L36395
DB11945,A7623
DB11945,A247090
DB11949,A20159
DB11951,L10863
DB11952,A39031
DB11952,A39032
DB11952,A39034
DB11962,A248025
DB11962,A248030
DB11962,A248035
DB11963,A40011
DB11963,A40009
DB11967,A34270
DB11967,L3334
DB11976,L34929
DB11978,A40310
DB11979,A247230
DB11986,A183068
DB11986,A183797
DB11986,A183926
DB11986,A183929
DB11986,L8081
DB11988,A18875
DB11988,A251720
DB11988,L42895
DB11994,A19315
DB11994,A19312
DB11994,A19329
DB11994,A19255
DB11995,L2934
DB12001,A27281
DB12007,A33111
DB12008,A249860
DB12010,A32906
DB12010,A32899
DB12010,A247190
DB12010,A247675
DB12015,A179206
DB12015,A179209
DB12016,A231989
DB12016,A231979
DB12016,A231984
DB12016,A231994
DB12016,A231999
DB12016,A232019
DB12016,A232014
DB12016,A232024
DB12016,A232029
DB12016,A232034
DB12016,A232039
DB12016,A232044
DB12016,A232049
DB12016,A232054
DB12016,A232059
DB12016,A232064
DB12016,A232069
DB12016,A232074
DB12016,L32709
DB12018,A239689
DB12020,A35147
DB12020,A35143
DB12020,L41835
DB12023,A31293
DB12023,A31294
DB12023,A31295
DB12023,A31297
DB12034,A244720
DB12034,A244725
DB12062,A249870
DB12093,A20048
DB12095,A18758
DB12098,A249830
DB12107,A32053
DB12107,A239794
DB12110,A31774
DB12114,A249845
DB12116,A19821
DB12116,A19885
DB12116,A20118
DB12121,A247190
DB12128,A3711
DB12129,A31603
DB12141,A40040
DB12141,A40043
DB12141,A40048
DB12147,A177109
DB12147,A177115
DB12147,F4402
DB12151,A235760
DB12151,A235735
DB12151,L34404
DB12157,A241045
DB12157,A241165
DB12159,A18874
DB12159,A247180
DB12163,A20018
DB12163,A20032
DB12163,A20033
DB12169,L39287
DB12169,L39282
DB12189,A244584
DB12189,A244569
DB12191,A14334
DB12191,A14335
DB12202,A18883
DB12228,A20103
DB12235,A233634
DB12235,A233639
DB12235,A233659
DB12235,A233624
DB12239,A19361
DB12240,L6658
DB12240,L44141
DB12245,A174967
DB12245,F3574
DB12248,A20049
DB12248,A20050
DB12248,A249120
DB12255,A244165
DB12267,A31311
DB12267,A31313
DB12267,A31320
DB12267,L1028
DB12274,A235668
DB12274,A235673
DB12274,A235678
DB12278,A6208
DB12278,L2325
DB12284,A248035
DB12301,L12729
DB12317,A247125
DB12319,A19874
DB12319,A19875
DB12319,A19930
DB12323,A18831
DB12328,A19890
DB12329,A38729
DB12329,A38730
DB12332,A31354
DB12332,A18745
DB12332,L42155
DB12334,A14333
DB12340,A249140
DB12364,A27285
DB12364,A27286
DB12364,A27287
