drug,reference
DB00142,A13698
DB00142,A13699
DB00142,A201884
DB00142,A201887
DB00142,A13700
DB00142,A12355
DB00142,A13701
DB00142,A13702
DB00142,A13703
DB00142,A13704
DB00142,A13705
DB00142,A13706
DB00142,A9791
DB00142,A1991
DB00142,A13707
DB00142,A13708
DB00142,A201791
DB00142,A13709
DB00142,A13710
DB00142,A13711
DB00142,A13712
DB00142,A13713
DB00142,A13714
DB00142,A13715
DB00142,A13716
DB00142,A13717
DB00142,A13718
DB00142,A13719
DB00142,A13720
DB00142,A13721
DB00142,A13722
DB00142,A13723
DB00142,A13631
DB00142,A201800
DB00142,T776
DB00142,A13724
DB00142,A13725
DB00142,A201803
DB00142,A201806
DB00142,A201809
DB00142,A13726
DB00142,A13727
DB00142,A13728
DB00142,A13729
DB00142,A13730
DB00142,A13731
DB00142,A13732
DB00142,A13733
DB00142,A13734
DB00142,A13735
DB00142,A13736
DB00142,A13737
DB00142,A13738
DB00142,A13739
DB00142,A13740
DB00142,A13741
DB00142,A13742
DB00142,A13743
DB00142,A201812
DB00142,A201815
DB00142,A13744
DB00142,A201818
DB00142,A13745
DB00142,A13746
DB00142,A201827
DB00142,A201836
DB00142,A201839
DB00142,A201842
DB00142,A13747
DB00142,A13748
DB00142,A13749
DB00142,A13750
DB00142,A13751
DB00142,A13752
DB00142,A13753
DB00142,A13754
DB00142,A9624
DB00142,A13755
DB00142,A11304
DB00142,A11305
DB00142,A11306
DB00142,A11307
DB00142,A11308
DB00142,A11309
DB00142,A11310
DB00142,A11311
DB00142,A11312
DB00142,A11313
DB00142,A11314
DB00142,A11315
DB00142,A11316
DB00142,A11317
DB00142,A11318
DB00142,A11319
DB00142,A11320
DB00142,A11321
DB00142,A11322
DB00142,A11323
DB00142,A11324
DB00142,A11325
DB00142,A11326
DB00142,A11327
DB00142,A11328
DB00142,A11329
DB00142,A11330
DB00142,A11332
DB00143,A19826
DB00143,A20029
DB00143,A20079
DB00143,A201893
DB00143,A11264
DB00143,A11265
DB00143,A11266
DB00143,A11267
DB00143,A11268
DB00143,A4171
DB00143,A11269
DB00143,A11270
DB00143,A4175
DB00143,A11271
DB00143,A11272
DB00143,A11273
DB00143,A11274
DB00143,A11275
DB00143,A11276
DB00143,A1713
DB00143,A1715
DB00143,A11277
DB00143,A1991
DB00143,A11278
DB00143,A11279
DB00143,A11280
DB00143,A11281
DB00143,A11282
DB00143,A11283
DB00143,A11284
DB00143,A11285
DB00143,A11286
DB00143,A11287
DB00143,A11288
DB00143,A11289
DB00143,A11290
DB00143,A11291
DB00143,A11292
DB00143,A11293
DB00143,A11294
DB00143,A11295
DB00143,A11296
DB00143,A11297
DB00143,A11298
DB00143,A11299
DB00143,A11300
DB00143,A11301
DB00143,A11302
DB00143,A11303
DB00143,A11683
DB00143,A11684
DB00143,A11685
DB00143,A11686
DB00143,A13756
DB00143,A13757
DB00143,A13758
DB00143,A13759
DB00143,A13760
DB00143,A13761
DB00143,A13762
DB00143,A13763
DB00143,A13764
DB00143,A13765
DB00143,A13766
DB00143,A13767
DB00143,A13768
DB00143,A13769
DB00143,A13770
DB00143,A13771
DB00143,A13772
DB00143,A13773
DB00143,A13774
DB00143,A13775
DB00143,A13776
DB00143,A13777
DB00143,A13778
DB00143,A13779
DB00143,A13780
DB00143,A13781
DB00143,A1979
DB00143,A13782
DB00143,A13783
DB00143,A13784
DB00143,A13785
DB00143,A13786
DB00143,A13787
DB00143,A13788
DB00143,A13789
DB00143,A13790
DB00143,A13791
DB00143,A13792
DB00143,A13793
DB00143,A13794
DB00143,A13795
DB00143,A13796
DB00143,A13797
DB00143,A13798
DB00143,A13799
DB00143,A13800
DB00143,A13801
DB00143,A13802
DB00143,A13803
DB00144,A9889
DB00144,A9890
DB00144,A9891
DB00144,A9892
DB00144,A9893
DB00144,A9894
DB00144,A9895
DB00144,A9896
DB00144,A9897
DB00144,A9898
DB00144,A11687
DB00144,A11688
DB00144,A11689
DB00144,A11690
DB00144,A11691
DB00144,A11692
DB00144,A11693
DB00144,A11694
DB00144,A13804
DB00144,A1713
DB00144,A1715
DB00144,A13805
DB00144,A13806
DB00144,A13807
DB00144,A13808
DB00144,A13809
DB00144,A13810
DB00144,A13811
DB00144,A13812
DB00144,A13813
DB00144,A13814
DB00144,A13815
DB00144,A13816
DB00144,A13817
DB00145,A13818
DB00145,A13358
DB00145,A13819
DB00145,A13820
DB00145,A9628
DB00145,A13821
DB00145,A13822
DB00145,A13823
DB00145,A13824
DB00145,A13825
DB00145,A13826
DB00145,A13827
DB00145,A13828
DB00145,A13829
DB00145,A13830
DB00145,A13831
DB00145,A9
DB00145,A13832
DB00145,A13833
DB00145,A13834
DB00145,A13835
DB00145,A192447
DB00145,A4171
DB00145,A4172
DB00145,A4173
DB00145,A4174
DB00145,A4175
DB00145,A13836
DB00145,A13837
DB00145,A13838
DB00145,A13839
DB00145,A9911
DB00145,A13840
DB00145,A13841
DB00145,A13842
DB00145,A9909
DB00145,A9910
DB00145,A9913
DB00145,A13846
DB00145,A161545
DB00145,A101692
DB00145,A13847
DB00145,A6728
DB00145,A9920
DB00145,A192450
DB00145,A6182
DB00145,A9899
DB00145,A9900
DB00145,A9901
DB00145,A9902
DB00145,A9903
DB00145,A9912
DB00145,A9914
DB00145,A9915
DB00145,A9916
DB00145,A9917
DB00145,A9918
DB00145,A9919
DB00145,A4183
DB00146,A9859
DB00146,A9
DB00147,A4176
DB00147,A4177
DB00147,A4178
DB00148,A9923
DB00148,A9924
DB00148,A9925
DB00148,A1713
DB00148,A1715
DB00148,A9926
DB00148,A9927
DB00148,A9928
DB00148,A9929
DB00148,A9930
DB00148,A9931
DB00148,A9932
DB00148,A9933
DB00148,A9934
DB00148,A4179
DB00148,A4180
DB00148,A4181
DB00148,A4182
DB00148,A4183
DB00148,A9921
DB00148,A9922
DB00149,A4184
DB00149,A4185
DB00149,A4186
DB00149,A4187
DB00149,A4188
DB00149,A1713
DB00149,A1715
DB00149,A9935
DB00149,A9936
DB00149,A10238
DB00149,A10187
DB00149,A10189
DB00150,A9937
DB00150,A9938
DB00150,A9939
DB00150,A9940
DB00150,A9941
DB00150,A1713
DB00150,A1715
DB00150,A12926
DB00150,A12927
DB00150,A13851
DB00150,A13852
DB00150,A13853
DB00151,A9942
DB00151,A9943
DB00151,A198945
DB00151,A198948
DB00151,A203537
DB00151,A9949
DB00151,A9950
DB00151,A9951
DB00151,A9636
DB00151,A9952
DB00151,A9953
DB00151,A9954
DB00151,A198939
DB00151,A62368
DB00151,A198942
DB00151,A13854
DB00151,A13855
DB00151,A1713
DB00151,A1715
DB00151,A13856
DB00151,A13857
DB00151,A13858
DB00151,A7214
DB00151,A13859
DB00151,A13860
DB00151,A13861
DB00151,A13862
DB00151,A9945
DB00151,A9947
DB00151,A9946
DB00151,A9944
DB00152,A9955
DB00152,A9956
DB00152,A9957
DB00152,A9958
DB00153,A9959
DB00153,A9960
DB00153,A9961
DB00153,A6217
DB00153,A9962
DB00153,A9963
DB00153,A9964
DB00153,A9965
DB00153,A9
DB00153,L6097
DB00154,A4189
DB00154,A4190
DB00154,A4191
DB00154,A4192
DB00154,A9966
DB00154,A9
DB00155,A4193
DB00155,A4194
DB00155,A4195
DB00155,A4196
DB00155,A4197
DB00155,A9967
DB00155,A9968
DB00155,A9969
DB00155,A9970
DB00155,A9971
DB00155,A9972
DB00155,A9973
DB00155,A9974
DB00155,A9975
DB00155,A9976
DB00155,A9977
DB00155,A9978
DB00155,A9979
DB00155,A9980
DB00155,A9981
DB00155,A9802
DB00155,A9982
DB00155,A9983
DB00155,A9984
DB00155,A9985
DB00155,A9986
DB00155,A9987
DB00155,A9988
DB00155,A9989
DB00155,A9990
DB00155,A11703
DB00155,A11704
DB00155,A11705
DB00155,A11706
DB00155,A11707
DB00155,A198855
DB00155,A198858
DB00155,A13863
DB00155,A13864
DB00155,A13865
DB00155,A13866
DB00156,A9991
DB00156,A9992
DB00156,A9993
DB00156,A13867
DB00156,A92005
DB00157,A1713
DB00157,A1715
DB00157,A9994
DB00157,A9995
DB00157,A9996
DB00157,A9997
DB00157,A9998
DB00157,A9999
DB00157,A10000
DB00157,A10001
DB00157,A10002
DB00157,A10003
DB00157,A10004
DB00157,A10005
DB00157,A10006
DB00157,A10007
DB00157,A10008
DB00157,A10009
DB00157,A10010
DB00157,A10011
DB00157,A10012
DB00157,A10013
DB00157,A10014
DB00157,A10015
DB00157,A10016
DB00157,A10017
DB00157,A10018
DB00157,A10019
DB00157,A10020
DB00157,A10021
DB00157,A10022
DB00157,A10023
DB00157,A10024
DB00157,A10025
DB00157,A10026
DB00157,A10027
DB00157,A10028
DB00157,A10029
DB00157,A10030
DB00157,A10031
DB00157,A10032
DB00157,A10033
DB00157,A10034
DB00157,A10035
DB00157,A10036
DB00157,A10037
DB00157,A10038
DB00157,A10039
DB00157,A10040
DB00157,A10041
DB00157,A10042
DB00157,A10043
DB00157,A10044
DB00157,A10045
DB00157,A10046
DB00157,A10047
DB00157,A10048
DB00157,A10049
DB00157,A10050
DB00157,A10051
DB00157,A10052
DB00157,A10053
DB00157,A10054
DB00157,A6135
DB00157,A10055
DB00157,A10056
DB00157,A10057
DB00157,A10058
DB00157,A10059
DB00157,A10060
DB00157,A10061
DB00157,A10062
DB00157,A10063
DB00157,A10064
DB00157,A10065
DB00157,A10066
DB00157,A10067
DB00157,A10068
DB00157,A10069
DB00157,A10070
DB00157,A10071
DB00157,A10072
DB00157,A10073
DB00157,A10074
DB00157,A10075
DB00157,A10076
DB00157,A10077
DB00157,A10078
DB00157,A10079
DB00157,A10080
DB00157,A10081
DB00157,A10082
DB00157,A10083
DB00157,A10084
DB00157,A10085
DB00157,A10086
DB00157,A10087
DB00157,A10088
DB00157,A10089
DB00157,A10090
DB00157,A10091
DB00157,A10092
DB00157,A10093
DB00157,A10094
DB00157,A10095
DB00157,A10096
DB00157,A10097
DB00157,A10098
DB00157,A10099
DB00157,A9
DB00157,A10100
DB00157,A10101
DB00157,A10102
DB00157,A10103
DB00157,A10104
DB00157,A10105
DB00157,A10106
DB00157,A10107
DB00157,A10108
DB00157,A10109
DB00157,A10110
DB00157,A10111
DB00157,A10112
DB00157,A10113
DB00157,A10114
DB00157,A10115
DB00157,A10116
DB00157,A10117
DB00157,A10118
DB00157,A10119
DB00157,A10120
DB00157,A10121
DB00157,A10122
DB00157,A10123
DB00157,A10124
DB00157,A10125
DB00157,A10126
DB00157,A10127
DB00157,A10128
DB00157,A10129
DB00157,A10130
DB00157,A10131
DB00157,A10132
DB00157,A10133
DB00157,A10134
DB00157,A10135
DB00157,A10136
DB00157,A10137
DB00157,A10138
DB00157,A10139
DB00157,A10140
DB00157,A10141
DB00157,A10142
DB00157,A10143
DB00157,A10144
DB00157,A10145
DB00157,A10146
DB00157,A10147
DB00157,A10148
DB00157,A10149
DB00157,A10150
DB00157,A10151
DB00157,A10152
DB00157,A10153
DB00157,A10154
DB00157,A10155
DB00157,A10156
DB00157,A10157
DB00157,A10158
DB00157,A10159
DB00157,A10160
DB00157,A10161
DB00158,A1713
DB00158,A1715
DB00158,A10162
DB00158,A10163
DB00158,A10164
DB00158,A9
DB00158,A10165
DB00158,A10166
DB00158,A10167
DB00158,A20174
DB00159,A4198
DB00159,A4199
DB00159,A4200
DB00159,A4189
DB00159,A4201
DB00159,A4202
DB00159,A9966
DB00159,A4191
DB00159,A10168
DB00159,A13877
DB00159,A13878
DB00159,A13879
DB00159,A13880
DB00159,A13881
DB00159,A22496
DB00159,A13882
DB00159,A13883
DB00159,A13884
DB00159,A13885
DB00159,A10169
DB00159,A13876
DB00159,A13643
DB00159,A13868
DB00159,A13869
DB00159,A13870
DB00159,A13871
DB00159,A13872
DB00159,A13873
DB00159,A13874
DB00159,A13875
DB00159,A13886
DB00159,A19808
DB00159,A247885
DB00160,A1713
DB00160,A1715
DB00160,A4203
DB00160,A4204
DB00160,A4205
DB00160,A10170
DB00160,A10171
DB00160,A10172
DB00160,A10173
DB00160,A7214
DB00160,A10174
DB00160,A10175
DB00160,A10176
DB00160,A10177
DB00160,A6728
DB00160,A10178
DB00160,A10179
DB00160,A10180
DB00160,A10181
DB00160,A10182
DB00160,A10183
DB00160,A10184
DB00160,A10185
DB00160,A13887
DB00160,A9
DB00160,A13888
DB00160,A6736
DB00160,A13889
DB00160,A13890
DB00160,A13891
DB00161,A1713
DB00161,A1715
DB00161,A10186
DB00161,A10187
DB00161,A10188
DB00161,A10189
DB00161,A4185
DB00161,A10190
DB00162,A19982
DB00162,A4206
DB00162,A4207
DB00162,A4208
DB00162,A10196
DB00162,A10197
DB00162,A10004
DB00162,A10198
DB00162,A10199
DB00162,A10213
DB00162,A10214
DB00162,A10215
DB00162,A10216
DB00162,A10217
DB00162,A10218
DB00162,A10219
DB00162,A10220
DB00162,A10221
DB00162,A11708
DB00162,A11709
DB00162,A13892
DB00162,A13893
DB00162,A13894
DB00162,A11373
DB00162,A13895
DB00162,A13896
DB00162,A13897
DB00162,A192459
DB00162,A1713
DB00162,A1715
DB00162,A13898
DB00162,A13899
DB00162,A13900
DB00163,A32451
DB00163,T779
DB00163,A1713
DB00163,A1715
DB00163,A10225
DB00163,A10226
DB00163,A10227
DB00163,A13901
DB00163,A13902
DB00163,A13903
DB00163,A13904
DB00163,A13905
DB00163,A13906
DB00163,A13907
DB00163,A13908
DB00163,A193740
DB00163,A201878
DB00163,A201950
DB00163,A198966
DB00163,A201953
DB00165,A4177
DB00165,A4178
DB00165,A7243
DB00165,A10228
DB00165,A192525
DB00166,A4209
DB00166,A4210
DB00166,A4211
DB00166,A4212
DB00166,A4213
DB00166,A10229
DB00166,A10230
DB00166,A10231
DB00166,A13909
DB00166,A13910
DB00166,A13911
DB00166,A13912
DB00167,A10232
DB00167,A10233
DB00167,A10234
DB00167,A10235
DB00167,A10187
DB00167,A10188
DB00167,A10236
DB00167,A10237
DB00167,A10238
DB00167,A10239
DB00167,A10240
DB00167,A10241
DB00167,A10242
DB00167,A10243
DB00167,A4185
DB00167,A13913
DB00167,A13914
DB00168,A20041
DB00168,A1713
DB00168,A1715
DB00168,A10244
DB00168,A10245
DB00168,A13915
DB00169,A9859
DB00169,A9
DB00169,A16531
DB00170,A10250
DB00170,A10252
DB00170,A10254
DB00170,A10251
DB00170,A10246
DB00170,A10247
DB00170,A10248
DB00170,A10249
DB00170,A10253
DB00170,A1713
DB00170,A1715
DB00170,A10255
DB00170,A13921
DB00170,A13922
DB00170,A13928
DB00170,A13929
DB00170,A13930
DB00170,A13931
DB00170,A13932
DB00170,A13923
DB00170,A13924
DB00170,A13925
DB00170,A13926
DB00170,A13927
DB00170,A16870
DB00171,A16118
DB00171,A19902
DB00171,A19922
DB00171,A19931
DB00171,A20089
DB00171,A20158
DB00171,A20163
DB00171,A20191
DB00171,A1713
DB00171,A1715
DB00171,A9
DB00171,A10256
DB00171,A10257
DB00171,A10258
DB00171,A10259
DB00171,A10260
DB00171,A10261
DB00171,A10262
DB00171,A10263
DB00171,A10264
DB00171,A10265
DB00171,A10266
DB00171,A10267
DB00171,A10268
DB00171,A10269
DB00171,A10270
DB00171,A10271
DB00171,A11710
DB00171,A11711
DB00171,A11712
DB00171,A11713
DB00171,A11714
DB00171,A11715
DB00171,A11716
DB00171,A11717
DB00171,A11718
DB00171,A11719
DB00171,A11720
DB00172,A10272
DB00172,A10273
DB00172,A10274
DB00172,A1713
DB00172,A1715
DB00172,A10088
DB00172,A13933
DB00172,A13934
DB00172,A9
DB00172,A1991
DB00173,A4214
DB00173,A4215
DB00173,A4216
DB00173,A4217
DB00173,A4218
DB00173,A1991
DB00173,A1713
DB00173,A1715
DB00173,A12883
DB00173,A12884
DB00173,A12885
DB00173,A12886
DB00173,A12887
DB00173,A12888
DB00173,A12889
DB00173,A12890
DB00173,A12891
DB00173,A12941
DB00173,A12942
DB00173,A12943
DB00173,A12944
DB00173,A12945
DB00173,A12946
DB00173,A12956
DB00173,A12957
DB00173,A12958
DB00174,A203012
DB00174,A4219
DB00174,A4220
DB00174,A10275
DB00174,A10276
DB00174,A10277
DB00174,A10278
DB00174,A10279
DB00174,A10280
DB00174,A193743
DB00174,A100813
DB00174,A13935
DB00175,A9
DB00175,A177415
DB00175,A177436
DB00175,T274
DB00175,A15235
DB00176,A4221
DB00176,A4222
DB00176,A4223
DB00176,A4224
DB00176,A4225
DB00176,A4226
DB00176,A4227
DB00176,A249
DB00176,A250
DB00176,A4228
DB00176,A20119
DB00177,A9
DB00177,A4229
DB00177,A4230
DB00177,A4231
DB00177,A4232
DB00177,A4233
DB00177,A239279
DB00177,T11
DB00177,F3151
DB00178,A9
DB00178,A13433
DB00178,A12940
DB00178,A5643
DB00178,A19857
DB00179,A13936
DB00179,A13937
DB00179,A13938
DB00179,A13939
DB00179,A13940
DB00179,A9
DB00179,A247245
DB00179,A20240
DB00180,A13941
DB00180,A13942
DB00180,A13943
DB00180,A13944
DB00180,A13945
DB00180,A13946
DB00180,A9
DB00181,A13948
DB00181,A4234
DB00181,A13949
DB00181,A4236
DB00181,A13951
DB00181,A4240
DB00181,A173926
DB00181,A173923
DB00181,A245328
DB00181,A173938
DB00181,A4235
DB00181,A4237
DB00181,A4238
DB00181,A4239
DB00181,A4241
DB00181,A245318
DB00182,A259
DB00182,A16664
DB00182,A16871
DB00182,A16872
DB00182,A11721
DB00182,A633
DB00182,A11722
DB00182,A11723
DB00182,A11724
DB00182,A11725
DB00182,A11726
DB00182,A11727
DB00182,A11728
DB00182,A11729
DB00182,A11730
DB00182,A11731
DB00182,A13952
DB00182,A13953
DB00182,A13954
DB00182,A13955
DB00182,A18540
DB00182,A17195
DB00182,A18170
DB00182,A18171
DB00182,A18172
DB00182,A18173
DB00182,A18174
DB00182,A12965
DB00183,A13956
DB00183,A13957
DB00183,A13958
DB00183,A13959
DB00183,A13960
DB00183,A9
DB00184,A13965
DB00184,A13966
DB00184,A13961
DB00184,A13967
DB00184,A13962
DB00184,A4242
DB00184,A4243
DB00184,A4244
DB00184,A4245
DB00184,A13963
DB00184,A13964
DB00184,A4246
DB00184,A18232
DB00184,A18233
DB00185,A1713
DB00185,A1715
DB00185,A10281
DB00185,A9
DB00185,A4247
DB00186,A5415
DB00186,A198957
DB00186,A198975
DB00187,A9
DB00187,A4252
DB00187,A4253
DB00187,A4254
DB00187,A4255
DB00187,A4256
DB00188,A18509
DB00188,A204083
DB00189,A18127
DB00189,L183
DB00190,A9
DB00190,A13603
DB00190,A13361
DB00190,A13604
DB00190,A13605
DB00190,A13606
DB00190,A13607
DB00191,A1713
DB00191,A1715
DB00191,A4260
DB00191,A4261
DB00191,A4262
DB00191,A10282
DB00191,A6450
DB00191,A13974
DB00191,A13975
DB00191,A13976
DB00191,A10283
DB00191,A13969
DB00191,A13970
DB00191,A13971
DB00191,A13972
DB00191,A13973
DB00191,T403
DB00192,A1713
DB00192,A1715
DB00192,A9
DB00192,A4263
DB00192,A4264
DB00192,A4265
DB00193,A4266
DB00193,A4267
DB00193,A4268
DB00193,A4269
DB00193,A4270
DB00193,A9
DB00193,A4271
DB00193,A4272
DB00193,A182300
DB00193,A10284
DB00193,A10285
DB00193,A14280
DB00193,A14281
DB00193,A183728
DB00193,A17158
DB00193,A183761
DB00193,A241070
DB00193,A11732
DB00193,A11733
DB00193,A14279
DB00193,A15383
DB00193,A17159
DB00193,A17160
DB00193,A17161
DB00193,A183734
DB00194,A5638
DB00194,A201974
DB00194,A13977
DB00194,A1991
DB00195,A4273
DB00195,A4274
DB00195,A4275
DB00195,A2113
DB00195,A9
DB00195,A15376
DB00196,A16832
DB00196,A16833
DB00196,A16834
DB00196,A174325
DB00196,A16632
DB00196,L6505
DB00197,A4276
DB00197,A4277
DB00197,A4278
DB00197,A4279
DB00197,A4280
DB00197,A9
DB00197,A4281
DB00197,A21653
DB00197,A16605
DB00197,A19851
DB00197,A20166
DB00197,A11734
DB00197,A11735
DB00197,A11736
DB00197,A11737
DB00197,A11738
DB00197,A11739
DB00197,A11740
DB00197,A11741
DB00197,A11742
DB00198,A1713
DB00198,A1715
DB00198,A4282
DB00198,A4283
DB00198,A4284
DB00198,A13627
DB00199,A14180
DB00199,A6446
DB00199,A14181
DB00199,A18690
DB00199,A18691
DB00199,A18685
DB00199,A18686
DB00199,A18340
DB00199,A18684
DB00199,A174469
DB00200,A10294
DB00200,A10295
DB00200,A10292
DB00200,A10293
DB00200,A10296
DB00200,A10289
DB00200,A10290
DB00200,A10291
DB00200,A9
DB00200,A10286
DB00200,A10287
DB00200,A10288
DB00200,A1713
DB00200,A1715
DB00200,A293
DB00200,A13388
DB00201,A4285
DB00201,A4286
DB00201,A4287
DB00201,A4288
DB00201,A4289
DB00201,L9851
DB00201,A11743
DB00201,A11744
DB00201,A11745
DB00201,A9
DB00201,A18221
DB00201,T716
DB00201,A187724
DB00201,A187769
DB00201,A1713
DB00201,A1715
DB00201,A10297
DB00201,A16981
DB00201,A18222
DB00201,A18223
DB00201,A18224
DB00201,A18225
DB00202,A19054
DB00202,L9004
DB00202,L32828
DB00202,A11079
DB00203,A4291
DB00203,A9
DB00203,A4292
DB00203,A4293
DB00203,A4294
DB00203,A4295
DB00203,A4296
DB00203,A4297
DB00203,A4298
DB00203,A15288
DB00203,A247440
DB00204,A11746
DB00204,A11747
DB00204,A11748
DB00204,A11749
DB00204,A11750
DB00204,A9
DB00204,A11751
DB00204,A11752
DB00204,A1713
DB00204,A1715
DB00204,A4299
DB00204,A11753
DB00205,A13600
DB00205,A13601
DB00205,A13602
DB00205,A9
DB00205,A1713
DB00205,A1715
DB00205,A4300
DB00205,A4301
DB00205,A4302
DB00205,A4303
DB00205,A20160
DB00206,A1713
DB00206,A1715
DB00206,A4304
DB00206,A4305
DB00206,A4306
DB00206,A4307
DB00206,A9
DB00206,A18257
DB00206,A20072
DB00207,A14172
DB00207,A14173
DB00207,A14174
DB00207,A174190
DB00207,A18346
DB00208,A4308
DB00208,A4309
DB00208,A4310
DB00208,A4311
DB00208,A9
DB00209,A38598
DB00209,A201983
DB00210,A4312
DB00210,A193509
DB00210,A193578
DB00210,A4316
DB00210,A193512
DB00210,A193587
DB00210,A193599
DB00210,A193596
DB00211,A4317
DB00211,A4318
DB00211,A4319
DB00211,A18258
DB00212,A4320
DB00212,A4321
DB00212,A4322
DB00212,A4323
DB00212,A4324
DB00212,A9
DB00213,A13504
DB00213,A13505
DB00213,A174247
DB00213,F3202
DB00213,A177577
DB00213,A177580
DB00214,A9
DB00214,A325
DB00214,A326
DB00214,A4325
DB00214,A4326
DB00215,A37688
DB00215,A174415
DB00215,A4337
DB00215,F3286
DB00216,A9
DB00216,A4338
DB00216,A4339
DB00216,A4340
DB00216,A4341
DB00216,A1464
DB00216,A11236
DB00216,A11237
DB00216,A11238
DB00216,A10299
DB00216,A6073
DB00217,A16838
DB00217,A16839
DB00217,A10300
DB00217,A10301
DB00217,A18259
DB00217,A9
DB00217,A18260
DB00218,A1713
DB00218,A1715
DB00218,A4342
DB00218,A4343
DB00218,A4344
DB00218,A10302
DB00218,A10303
DB00218,A10304
DB00218,A9
DB00218,A13445
DB00218,A13446
DB00218,A249110
DB00219,A1713
DB00219,A1715
DB00219,A4345
DB00219,A9
DB00220,A1713
DB00220,A1715
DB00220,A4346
DB00220,A4347
DB00220,A4348
DB00220,A4349
DB00220,A4350
DB00220,A9
DB00220,A3644
DB00221,A4351
DB00221,A4352
DB00221,A4353
DB00221,A4354
DB00221,A4355
DB00221,A18261
DB00221,T6
DB00222,A11754
DB00222,A11755
DB00222,A4357
DB00222,A1713
DB00222,A1715
DB00222,A4356
DB00222,A17176
DB00222,A17177
DB00222,A17178
DB00223,A16818
DB00224,A4347
DB00224,A4348
DB00224,A4358
DB00224,A4359
DB00226,A1713
DB00226,A1715
DB00226,A10305
DB00226,A10306
DB00226,A10307
DB00227,A4360
DB00227,A4361
DB00227,A4362
DB00227,A4363
DB00227,A4364
DB00227,A9
DB00227,A4365
DB00227,A4366
DB00227,A15234
DB00227,A181559
DB00227,A181424
DB00227,A15235
DB00227,A238183
DB00227,A238188
DB00228,A15287
DB00228,A10308
DB00228,A18128
DB00228,L160
DB00228,L13643
DB00228,L13646
DB00228,A202082
DB00228,A202091
DB00228,A202094
DB00228,A202097
DB00228,A11019
DB00228,A10310
DB00228,A202106
DB00228,A11112
DB00228,A4367
DB00228,A4368
DB00228,A10309
DB00228,A202109
DB00228,A202112
DB00229,A1713
DB00229,A1715
DB00229,A4369
DB00230,A175879
DB00231,A198957
DB00231,A198975
DB00232,A1713
DB00232,A1715
DB00232,A9
DB00232,A5695
DB00232,A10314
DB00232,A10311
DB00232,A10312
DB00232,A10313
DB00233,A10315
DB00233,A10316
DB00233,A10317
DB00233,A10318
DB00233,A10319
DB00233,A16800
DB00233,A4391
DB00233,A16799
DB00233,A16801
DB00233,A16802
DB00233,A16803
DB00233,A1991
DB00234,A4376
DB00234,A4377
DB00234,A4378
DB00234,A4379
DB00234,A4380
DB00234,A346
DB00235,A11756
DB00235,A11757
DB00235,A11758
DB00235,A11759
DB00235,A11760
DB00235,A9
DB00235,A228338
DB00236,A6597
DB00236,A6598
DB00237,A4382
DB00237,A4384
DB00237,A16784
DB00237,A4383
DB00238,A17441
DB00238,A17442
DB00238,A17443
DB00239,A13478
DB00239,A16726
DB00239,A16923
DB00239,A17770
DB00240,A13994
DB00240,A16709
DB00241,A4384
DB00241,A4382
DB00241,L185
DB00241,A4381
DB00241,A4383
DB00241,A4385
DB00241,A9
DB00241,A1713
DB00241,A1715
DB00241,A16784
DB00242,A352
DB00242,A353
DB00242,A354
DB00242,A6595
DB00242,A15624
DB00242,A1713
DB00242,A1715
DB00242,A6596
DB00242,A4386
DB00242,A4387
DB00242,A4388
DB00242,A4389
DB00242,A4390
DB00243,A174898
DB00243,A174913
DB00243,A38645
DB00243,L5473
DB00243,L3580
DB00243,A183536
DB00243,A183539
DB00243,A183542
DB00243,A189243
DB00243,A189246
DB00243,A189249
DB00243,A189234
DB00243,A189252
DB00244,A10315
DB00244,A10316
DB00244,A10317
DB00244,A10318
DB00244,A10319
DB00244,A4391
DB00244,A9
DB00244,A16801
DB00244,A16802
DB00244,A16803
DB00244,A16797
DB00244,A16798
DB00244,A16516
DB00244,A16515
DB00244,A16800
DB00244,A16799
DB00244,A12561
DB00245,A1715
DB00245,A1713
DB00245,A9
DB00245,A11761
DB00245,A11762
DB00245,A11763
DB00245,A11764
DB00245,A11765
DB00245,A11766
DB00245,A37914
DB00246,A4962
DB00246,A10320
DB00246,A10321
DB00246,A363
DB00246,A4393
DB00246,A10329
DB00246,A10330
DB00246,A10331
DB00246,A10332
DB00246,A10333
DB00246,A10324
DB00246,A10325
DB00246,A5532
DB00246,A10326
DB00246,A10327
DB00246,A14575
DB00246,A191173
DB00246,A10322
DB00246,A10323
DB00246,A1713
DB00246,A1715
DB00246,A4392
DB00246,A191176
DB00246,A191179
DB00247,A15622
DB00247,A9
DB00247,A13513
DB00247,A4394
DB00247,A4395
DB00247,A4396
DB00247,A4397
DB00247,A4398
DB00247,T18
DB00247,A11767
DB00247,A11768
DB00247,A11769
DB00247,A11770
DB00247,A11771
DB00247,A18237
DB00247,T9
DB00247,A18238
DB00248,A9
DB00248,A4399
DB00248,A4400
DB00248,A364
DB00248,A365
DB00248,A367
DB00248,A4401
DB00248,A4402
DB00248,A2080
DB00248,A2082
DB00248,A15313
DB00248,A15314
DB00248,A15315
